Time,Voltage
02-13 19:40,-0.0
02-13 19:50,-0.0
02-13 20:00,-0.0
02-13 20:10,0.0
02-13 20:20,0.0
02-13 20:30,-0.0
02-13 20:40,0.0
02-13 20:50,-0.0
02-13 21:00,-0.0
02-13 21:10,-0.0
02-13 21:20,0.0
02-13 21:30,0.0
02-13 21:40,-0.1
02-13 21:50,-0.0
02-13 22:00,-0.0
02-13 22:10,-0.0
02-13 22:20,-0.0
02-13 22:30,-0.0
02-13 22:40,-0.0
02-13 22:50,-0.0
02-13 23:00,-0.0
02-13 23:10,-0.0
02-13 23:20,-0.0
02-13 23:30,0.0
02-13 23:40,-0.0
02-13 23:50,-0.0
02-14 00:00,-0.1
02-14 00:10,-0.0
02-14 00:20,-0.1
02-14 00:30,-0.1
02-14 00:40,-0.1
02-14 00:50,-0.0
02-14 01:00,-0.0
02-14 01:10,-0.0
02-14 01:20,-0.0
02-14 01:30,-0.1
02-14 01:40,-0.0
02-14 01:50,-0.0
02-14 02:00,-0.1
02-14 02:10,-0.0
02-14 02:20,-0.0
02-14 02:30,-0.1
02-14 02:40,-0.0
02-14 02:50,-0.0
02-14 03:00,-0.0
02-14 03:10,-0.0
02-14 03:20,-0.1
02-14 03:31,-0.0
02-14 03:41,-0.0
02-14 03:51,-0.1
02-14 04:01,-0.0
02-14 04:11,-0.0
02-14 04:21,-0.0
02-14 04:31,-0.1
02-14 04:41,-0.0
02-14 04:51,-0.0
02-14 05:01,-0.0
02-14 05:11,0.0
02-14 05:21,-0.0
02-14 05:31,-0.0
02-14 05:41,0.0
02-14 05:51,-0.0
02-14 06:01,0.0
02-14 06:11,-0.0
02-14 06:21,0.0
02-14 06:31,0.1
02-14 06:41,0.5
02-14 06:51,2.4
02-14 07:01,10.3
02-14 07:11,13.4
02-14 07:21,13.4
02-14 07:31,13.5
02-14 07:41,13.6
02-14 07:51,16.2
02-14 08:01,14.9
02-14 08:11,14.9
02-14 08:21,14.9
02-14 08:31,15.0
02-14 08:41,15.2
02-14 08:51,15.1
02-14 09:01,15.3
02-14 09:11,15.1
02-14 09:21,15.3
02-14 09:31,14.8
02-14 09:41,14.8
02-14 09:51,42.1
02-14 10:01,42.3
02-14 10:11,42.2
02-14 10:21,39.8
02-14 10:31,42.4
02-14 10:41,40.2
02-14 10:51,42.4
02-14 11:01,42.3
02-14 11:11,42.1
02-14 11:21,42.2
02-14 11:31,42.2
02-14 11:41,42.0
02-14 11:51,42.3
02-14 12:00,42.0
02-14 12:10,42.0
02-14 12:20,41.8
02-14 12:30,41.8
02-14 12:40,41.8
02-14 12:50,41.6
02-14 13:00,41.6
02-14 13:10,41.7
02-14 13:20,41.6
02-14 13:30,41.5
02-14 13:40,41.7
02-14 13:50,41.6
02-14 14:00,41.6
02-14 14:10,41.4
02-14 14:20,41.4
02-14 14:30,41.4
02-14 14:40,41.3
02-14 14:50,41.3
02-14 15:00,29.4
02-14 15:10,14.9
02-14 15:20,14.8
02-14 15:30,14.8
02-14 15:40,14.8
02-14 15:50,14.9
02-14 16:00,14.9
02-14 16:10,15.0
02-14 16:20,15.0
02-14 16:30,15.0
02-14 16:40,14.9
02-14 16:50,14.9
02-14 17:00,14.9
02-14 17:10,21.7
02-14 17:20,13.6
02-14 17:30,13.5
02-14 17:40,13.3
02-14 17:50,5.1
02-14 18:00,1.1
02-14 18:10,0.2
02-14 18:20,0.0
02-14 18:30,0.0
02-14 18:40,-0.0
02-14 18:50,-0.0
02-14 19:00,-0.0
02-14 19:10,-0.0
02-14 19:20,-0.0
02-14 19:30,-0.0
02-14 19:40,-0.0
02-14 19:50,-0.0
02-14 20:00,-0.0
02-14 20:10,0.1
02-14 20:20,-0.0
02-14 20:30,0.0
02-14 20:40,-0.0
02-14 20:50,0.0
02-14 21:00,0.0
02-14 21:10,0.0
02-14 21:20,-0.0
02-14 21:30,0.0
02-14 21:40,-0.0
02-14 21:50,0.0
02-14 22:00,-0.0
02-14 22:10,0.0
02-14 22:20,-0.0
02-14 22:30,-0.0
02-14 22:40,0.0
02-14 22:50,-0.0
02-14 23:00,-0.0
02-14 23:10,0.0
02-14 23:20,-0.0
02-14 23:30,-0.0
02-14 23:40,0.0
02-14 23:50,-0.0
02-15 00:00,-0.0
02-15 00:10,-0.0
02-15 00:20,-0.0
02-15 00:30,-0.0
02-15 00:40,-0.0
02-15 00:50,-0.0
02-15 01:00,-0.0
02-15 01:10,-0.0
02-15 01:20,-0.0
02-15 01:30,-0.1
02-15 01:40,-0.0
02-15 01:50,-0.0
02-15 02:00,-0.0
02-15 02:10,-0.0
02-15 02:20,-0.0
02-15 02:31,-0.0
02-15 02:41,-0.0
02-15 02:51,-0.1
02-15 03:01,-0.0
02-15 03:11,-0.0
02-15 03:21,-0.1
02-15 03:31,-0.0
02-15 03:41,-0.0
02-15 03:51,-0.0
02-15 04:01,-0.0
02-15 04:11,-0.0
02-15 04:21,-0.0
02-15 04:31,-0.0
02-15 04:41,0.0
02-15 04:51,-0.0
02-15 05:01,-0.0
02-15 05:11,0.0
02-15 05:21,-0.0
02-15 05:31,-0.0
02-15 05:41,0.0
02-15 05:51,-0.0
02-15 06:01,0.0
02-15 06:11,-0.0
02-15 06:21,-0.0
02-15 06:31,0.1
02-15 06:41,0.5
02-15 06:51,2.1
02-15 07:01,7.8
02-15 07:11,13.4
02-15 07:21,13.5
02-15 07:31,13.6
02-15 07:41,13.7
02-15 07:51,14.8
02-15 08:01,14.8
02-15 08:11,15.0
02-15 08:21,15.1
02-15 08:31,15.2
02-15 08:41,15.2
02-15 08:51,15.2
02-15 09:01,15.2
02-15 09:11,15.3
02-15 09:21,15.3
02-15 09:31,14.9
02-15 09:41,15.3
02-15 09:51,42.0
02-15 10:01,42.2
02-15 10:11,41.8
02-15 10:21,41.8
02-15 10:31,41.7
02-15 10:41,41.8
02-15 10:51,41.8
02-15 11:01,41.9
02-15 11:11,41.7
02-15 11:21,41.8
02-15 11:31,41.9
02-15 11:41,41.9
02-15 11:51,41.9
02-15 12:00,41.8
02-15 12:10,41.9
02-15 12:20,41.9
02-15 12:30,41.7
02-15 12:40,40.8
02-15 12:50,42.0
02-15 13:00,41.0
02-15 13:10,41.1
02-15 13:20,41.3
02-15 13:30,39.4
02-15 13:40,16.6
02-15 13:50,15.5
02-15 14:00,15.2
02-15 14:10,15.2
02-15 14:20,18.7
02-15 14:30,14.8
02-15 14:40,14.9
02-15 14:50,15.0
02-15 15:00,16.0
02-15 15:10,15.0
02-15 15:20,15.1
02-15 15:30,15.0
02-15 15:40,15.1
02-15 15:50,14.9
02-15 16:00,16.2
02-15 16:10,14.9
02-15 16:20,14.9
02-15 16:30,14.8
02-15 16:40,24.5
02-15 16:50,14.9
02-15 17:00,17.4
02-15 17:10,13.6
02-15 17:20,13.6
02-15 17:30,13.5
02-15 17:40,13.4
02-15 17:50,5.0
02-15 18:00,1.0
02-15 18:10,0.2
02-15 18:20,0.0
02-15 18:30,0.0
02-15 18:40,-0.0
02-15 18:50,0.0
02-15 19:00,0.0
02-15 19:10,0.0
02-15 19:20,0.0
02-15 19:30,0.0
02-15 19:40,0.0
02-15 19:50,0.0
02-15 20:00,-0.0
02-15 20:10,0.0
02-15 20:20,0.0
02-15 20:30,0.0
02-15 20:40,0.0
02-15 20:50,0.0
02-15 21:00,0.0
02-15 21:10,0.0
02-15 21:20,0.0
02-15 21:30,0.0
02-15 21:40,0.0
02-15 21:50,0.0
02-15 22:00,0.0
02-15 22:10,0.1
02-15 22:20,0.1
02-15 22:30,0.1
02-15 22:40,0.1
02-15 22:50,0.1
02-15 23:00,0.0
02-15 23:10,0.0
02-15 23:20,0.0
02-15 23:30,0.0
02-15 23:40,0.0
02-15 23:50,0.0
02-16 00:00,0.0
02-16 00:10,0.0
02-16 00:20,0.0
02-16 00:30,-0.0
02-16 00:40,-0.0
02-16 00:50,0.0
02-16 01:00,0.0
02-16 01:10,0.0
02-16 01:20,0.0
02-16 01:30,0.0
02-16 01:40,0.0
02-16 01:50,0.0
02-16 02:00,0.0
02-16 02:10,0.0
02-16 02:20,0.0
02-16 02:30,0.0
02-16 02:41,0.0
02-16 02:51,0.0
02-16 03:01,0.0
02-16 03:11,0.0
02-16 03:21,0.0
02-16 03:31,0.0
02-16 03:41,-0.0
02-16 03:51,0.0
02-16 04:01,0.0
02-16 04:11,-0.0
02-16 04:21,0.0
02-16 04:31,0.0
02-16 04:41,0.0
02-16 04:51,0.0
02-16 05:01,0.0
02-16 05:11,0.0
02-16 05:21,0.0
02-16 05:31,0.0
02-16 05:41,0.0
02-16 05:51,0.0
02-16 06:01,0.0
02-16 06:11,0.0
02-16 06:21,0.0
02-16 06:31,0.1
02-16 06:41,0.3
02-16 06:51,1.5
02-16 07:01,5.6
02-16 07:11,13.2
02-16 07:21,13.4
02-16 07:31,13.5
02-16 07:41,13.6
02-16 07:51,13.7
02-16 08:01,14.8
02-16 08:11,14.9
02-16 08:21,15.0
02-16 08:31,15.0
02-16 08:41,15.1
02-16 08:51,15.1
02-16 09:01,15.3
02-16 09:11,15.3
02-16 09:21,15.3
02-16 09:31,15.3
02-16 09:41,15.2
02-16 09:51,15.4
02-16 10:01,39.5
02-16 10:11,39.5
02-16 10:21,15.5
02-16 10:31,15.5
02-16 10:41,15.7
02-16 10:51,15.5
02-16 11:01,41.2
02-16 11:11,39.9
02-16 11:21,39.3
02-16 11:31,15.6
02-16 11:41,41.2
02-16 11:51,41.0
02-16 12:00,40.6
02-16 12:10,36.7
02-16 12:20,15.6
02-16 12:30,15.6
02-16 12:40,42.0
02-16 12:50,41.4
02-16 13:00,38.8
02-16 13:10,38.1
02-16 13:20,40.4
02-16 13:30,39.4
02-16 13:40,37.5
02-16 13:50,37.0
02-16 14:00,40.4
02-16 14:10,40.5
02-16 14:20,41.1
02-16 14:30,40.1
02-16 14:40,40.4
02-16 14:50,40.1
02-16 15:00,38.1
02-16 15:10,14.9
02-16 15:20,15.1
02-16 15:30,15.3
02-16 15:40,15.3
02-16 15:50,15.3
02-16 16:00,15.2
02-16 16:10,15.2
02-16 16:20,15.1
02-16 16:30,15.0
02-16 16:40,15.0
02-16 16:50,14.9
02-16 17:00,14.9
02-16 17:10,13.7
02-16 17:20,13.6
02-16 17:30,13.6
02-16 17:40,13.4
02-16 17:50,4.6
02-16 18:00,1.0
02-16 18:10,0.2
02-16 18:20,0.1
02-16 18:30,0.0
02-16 18:40,0.0
02-16 18:50,0.0
02-16 19:00,0.1
02-16 19:10,0.0
02-16 19:20,0.1
02-16 19:30,0.0
02-16 19:40,0.0
02-16 19:50,0.0
02-16 20:00,0.0
02-16 20:10,0.0
02-16 20:20,0.0
02-16 20:30,0.0
02-16 20:40,0.0
02-16 20:50,0.0
02-16 21:00,0.0
02-16 21:10,0.0
02-16 21:20,0.0
02-16 21:30,0.0
02-16 21:40,0.0
02-16 21:50,0.0
02-16 22:00,0.0
02-16 22:10,0.0
02-16 22:20,0.0
02-16 22:30,0.0
02-16 22:40,0.0
02-16 22:50,0.0
02-16 23:00,0.0
02-16 23:10,0.0
02-16 23:20,0.0
02-16 23:30,0.0
02-16 23:40,0.0
02-16 23:50,0.0
02-17 00:00,0.0
02-17 00:10,-0.0
02-17 00:20,-0.0
02-17 00:30,-0.0
02-17 00:40,-0.0
02-17 00:50,-0.0
02-17 01:00,-0.0
02-17 01:10,-0.0
02-17 01:20,-0.0
02-17 01:30,-0.0
02-17 01:40,-0.0
02-17 01:50,0.0
02-17 02:00,-0.0
02-17 02:11,-0.0
02-17 02:21,-0.0
02-17 02:31,-0.0
02-17 02:41,-0.0
02-17 02:51,-0.0
02-17 03:01,-0.0
02-17 03:11,-0.0
02-17 03:21,0.0
02-17 03:31,-0.0
02-17 03:41,0.0
02-17 03:51,-0.0
02-17 04:01,-0.0
02-17 04:11,-0.0
02-17 04:21,-0.0
02-17 04:31,-0.0
02-17 04:41,-0.0
02-17 04:51,-0.0
02-17 05:01,0.0
02-17 05:11,0.0
02-17 05:21,0.0
02-17 05:31,0.0
02-17 05:41,0.0
02-17 05:51,0.0
02-17 06:01,0.0
02-17 06:11,-0.0
02-17 06:21,0.0
02-17 06:31,0.1
02-17 06:41,0.2
02-17 06:51,1.0
02-17 07:01,4.3
02-17 07:11,13.4
02-17 07:21,13.5
02-17 07:31,13.6
02-17 07:41,13.6
02-17 07:51,13.7
02-17 08:01,16.2
02-17 08:11,16.3
02-17 08:21,15.8
02-17 08:31,14.9
02-17 08:41,15.0
02-17 08:51,15.1
02-17 09:01,15.1
02-17 09:11,15.1
02-17 09:21,22.3
02-17 09:31,15.2
02-17 09:41,15.2
02-17 09:51,15.3
02-17 10:01,15.3
02-17 10:11,15.4
02-17 10:21,22.9
02-17 10:31,15.1
02-17 10:41,15.2
02-17 10:51,15.4
02-17 11:01,15.4
02-17 11:11,14.3
02-17 11:21,22.8
02-17 11:31,35.0
02-17 11:41,34.0
02-17 11:51,25.4
02-17 12:00,15.8
02-17 12:10,15.5
02-17 12:20,15.8
02-17 12:30,16.2
02-17 12:40,15.7
02-17 12:50,16.0
02-17 13:00,18.5
02-17 13:10,15.3
02-17 13:20,32.2
02-17 13:30,16.2
02-17 13:40,16.1
02-17 13:50,14.8
02-17 14:00,16.1
02-17 14:10,16.2
02-17 14:20,16.1
02-17 14:30,16.3
02-17 14:40,16.2
02-17 14:50,15.0
02-17 15:00,15.3
02-17 15:10,15.2
02-17 15:20,15.1
02-17 15:30,15.3
02-17 15:40,15.4
02-17 15:50,15.2
02-17 16:00,15.1
02-17 16:10,15.1
02-17 16:20,15.2
02-17 16:30,14.9
02-17 16:40,15.0
02-17 16:50,14.7
02-17 17:00,13.7
02-17 17:10,13.6
02-17 17:20,13.6
02-17 17:30,13.2
02-17 17:40,10.7
02-18 12:00,14.7
02-19 12:00,41.4
02-19 12:10,35.2
02-19 12:20,33.7
02-19 12:30,41.7
02-19 12:40,39.4
02-19 12:50,36.1
02-19 13:00,37.0
02-19 13:10,39.5
02-19 13:20,42.5
02-19 13:30,28.5
02-19 13:40,15.3
02-19 13:50,34.9
02-19 14:00,34.3
02-19 14:10,34.6
02-19 14:20,33.9
02-19 14:30,35.0
02-19 14:40,15.4
02-19 14:50,15.8
02-19 15:00,17.8
02-19 15:29,15.1
02-19 15:39,15.6
02-19 15:49,15.6
02-19 15:59,15.7
02-19 16:09,15.8
02-19 16:19,15.8
02-19 16:29,15.8
02-19 16:39,15.8
02-19 16:49,15.8
02-19 16:59,15.8
02-19 17:09,24.1
02-19 17:19,14.5
02-19 17:29,14.4
02-19 17:39,13.5
02-19 17:49,13.2
02-19 17:59,5.6
02-19 18:09,1.0
02-19 18:19,0.2
02-19 18:29,0.1
02-19 18:39,0.0
02-19 18:49,0.0
02-19 18:59,0.0
02-19 19:09,-0.0
02-19 19:19,0.0
02-19 19:29,0.0
02-19 19:39,0.0
02-19 19:49,-0.0
02-19 19:59,-0.0
02-19 20:09,-0.0
02-19 20:19,0.1
02-19 20:29,-0.0
02-19 20:39,0.0
02-19 20:49,0.0
02-19 20:59,0.0
02-19 21:09,0.0
02-19 21:19,0.0
02-19 21:29,0.0
02-19 21:39,0.0
02-19 21:49,0.0
02-19 21:59,0.0
02-19 22:09,0.0
02-19 22:19,0.0
02-19 22:29,0.0
02-19 22:39,0.0
02-19 22:49,0.0
02-19 22:59,0.0
02-19 23:09,0.0
02-19 23:19,0.0
02-19 23:29,0.0
02-19 23:39,0.0
02-19 23:49,0.0
02-19 23:59,0.0
02-20 00:09,-0.0
02-20 00:19,-0.0
02-20 00:29,-0.0
02-20 00:39,-0.0
02-20 00:49,-0.0
02-20 00:59,-0.0
02-20 01:09,-0.0
02-20 01:19,-0.0
02-20 01:29,-0.0
02-20 01:39,-0.0
02-20 01:49,-0.0
02-20 01:59,-0.0
02-20 02:09,-0.0
02-20 02:19,-0.0
02-20 02:29,0.0
02-20 02:39,-0.0
02-20 02:49,-0.0
02-20 02:59,-0.0
02-20 03:09,-0.0
02-20 03:19,-0.0
02-20 03:29,-0.0
02-20 03:39,-0.0
02-20 03:49,-0.0
02-20 03:59,-0.0
02-20 04:09,-0.0
02-20 04:19,-0.0
02-20 04:29,-0.0
02-20 04:39,-0.0
02-20 04:49,-0.0
02-20 04:59,-0.0
02-20 05:09,0.0
02-20 05:19,0.0
02-20 05:29,0.0
02-20 05:39,0.0
02-20 05:49,0.0
02-20 05:59,0.0
02-20 06:09,0.0
02-20 06:19,0.1
02-20 06:29,0.3
02-20 06:39,1.4
02-20 06:49,6.5
02-20 06:59,13.4
02-20 07:09,13.5
02-20 07:19,13.5
02-20 07:29,13.7
02-20 07:39,13.6
02-20 07:49,14.8
02-20 07:59,14.8
02-20 08:09,14.9
02-20 08:19,14.9
02-20 08:29,14.9
02-20 08:40,15.0
02-20 08:50,15.1
02-20 09:00,15.0
02-20 09:10,15.0
02-20 09:20,15.0
02-20 09:30,15.1
02-20 09:40,15.1
02-20 09:50,15.2
02-20 10:00,15.2
02-20 10:10,15.3
02-20 10:20,15.3
02-20 10:30,15.3
02-20 10:40,15.4
02-20 10:50,15.4
02-20 11:00,38.9
02-20 11:10,36.9
02-20 11:20,38.7
02-20 11:30,38.2
02-20 11:40,39.4
02-20 11:50,38.6
02-20 12:00,40.7
02-20 12:10,40.5
02-20 12:20,41.1
02-20 12:30,41.2
02-20 12:40,38.8
02-20 12:50,39.1
02-20 13:00,40.1
02-20 13:10,40.5
02-20 13:20,40.3
02-20 13:30,43.0
02-20 13:40,40.4
02-20 13:50,40.3
02-20 14:00,39.8
02-20 14:10,40.7
02-20 14:20,40.2
02-20 14:45,36.0
02-20 14:45,36.0
02-20 14:45,36.0
02-20 14:45,36.0
02-20 14:45,36.0
02-20 14:45,36.0
02-20 14:45,36.0
02-20 14:45,36.0
02-20 14:45,35.9
02-20 14:45,35.8
02-20 14:45,35.8
02-20 14:45,35.8
02-20 14:45,35.7
02-20 14:45,35.7
02-20 14:46,35.7
02-20 14:46,35.6
02-20 14:46,35.5
02-20 14:46,35.5
02-20 14:46,35.4
02-20 14:46,35.4
02-20 14:46,35.4
02-20 14:46,35.4
02-20 14:46,35.4
02-20 14:46,35.4
02-20 14:46,35.4
02-20 14:46,35.4
02-20 14:46,35.4
02-20 14:46,35.4
02-20 14:46,35.4
02-20 14:46,35.4
02-20 14:46,35.4
02-20 14:46,35.4
02-20 14:46,35.4
02-20 14:46,35.4
02-20 14:47,35.5
02-20 14:47,35.5
02-20 14:47,35.5
02-20 14:47,35.5
02-20 14:47,35.5
02-20 14:47,35.5
02-20 14:47,35.5
02-20 14:47,35.5
02-20 14:47,35.5
02-20 14:47,35.5
02-20 14:47,35.5
02-20 14:47,35.5
02-20 14:47,35.5
02-20 14:47,35.5
02-20 14:47,35.5
02-20 14:47,35.5
02-20 14:47,35.5
02-20 14:47,35.5
02-20 14:47,35.5
02-20 14:47,35.5
02-20 14:47,35.5
02-20 14:47,35.5
02-20 14:47,35.5
02-20 14:47,35.5
02-20 14:47,35.5
02-20 14:47,35.7
02-20 14:47,35.7
02-20 14:47,35.7
02-20 14:47,35.7
02-20 14:47,35.7
02-20 14:47,35.7
02-20 14:47,35.7
02-20 14:47,35.7
02-20 14:47,35.7
02-20 14:47,35.7
02-20 14:47,35.7
02-20 14:47,35.7
02-20 14:47,35.7
02-20 14:47,35.7
02-20 14:47,35.7
02-20 14:47,35.7
02-20 14:47,35.7
02-20 14:48,36.8
02-20 14:48,36.8
02-20 14:48,36.8
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.5
02-20 14:48,37.0
02-20 14:49,36.9
02-20 14:49,36.8
02-20 14:49,36.7
02-20 14:49,36.7
02-20 14:49,36.6
02-20 14:59,37.8
02-20 15:22,33.9
02-20 15:22,33.9
02-20 15:22,33.1
02-20 15:22,31.8
02-20 15:22,31.1
02-20 15:22,30.1
02-20 15:22,29.0
02-20 15:22,27.9
02-20 15:23,26.8
02-20 15:23,25.8
02-20 15:23,24.9
02-20 15:23,24.1
02-20 15:23,23.3
02-20 15:23,22.5
02-20 15:23,21.9
02-20 15:23,21.2
02-20 15:24,20.6
02-20 15:24,20.0
02-20 15:24,19.4
02-20 15:24,18.8
02-20 15:24,18.2
02-20 15:24,17.7
02-20 15:24,17.1
02-20 15:24,16.5
02-20 15:25,16.0
02-20 15:25,15.5
02-20 15:25,15.4
02-20 15:25,15.4
02-20 15:25,15.4
02-20 15:25,15.4
02-20 15:25,15.4
02-20 15:25,15.4
02-20 15:26,15.4
02-20 15:26,15.4
02-20 15:26,15.4
02-20 15:26,15.4
02-20 15:26,15.4
02-20 15:26,15.4
02-20 15:26,15.4
02-20 15:26,15.4
02-20 15:27,15.4
02-20 15:27,15.4
02-20 15:27,15.4
02-20 15:27,15.4
02-20 15:27,15.4
02-20 15:27,15.4
02-20 15:27,15.4
02-20 15:27,15.4
02-20 15:28,15.4
02-20 15:28,15.4
02-20 15:28,15.4
02-20 15:28,15.4
02-20 15:28,15.3
02-20 15:28,15.3
02-20 15:28,15.3
02-20 15:28,15.3
02-20 15:29,15.3
02-20 15:29,15.3
02-20 15:29,15.3
02-20 15:29,15.3
02-20 15:29,15.3
02-20 15:29,15.3
02-20 15:29,15.3
02-20 15:29,15.3
02-20 15:30,15.3
02-20 15:30,15.3
02-20 15:30,15.3
02-20 15:30,15.3
02-20 15:30,15.3
02-20 15:30,15.3
02-20 15:30,15.3
02-20 15:30,15.3
02-20 15:31,15.3
02-20 15:31,15.3
02-20 15:31,15.3
02-20 15:31,15.2
02-20 15:31,15.2
02-20 15:31,15.2
02-20 15:31,15.2
02-20 15:31,15.2
02-20 15:32,15.2
02-20 15:32,15.2
02-20 15:32,15.2
02-20 15:32,15.2
02-20 15:32,15.2
02-20 15:32,15.2
02-20 15:32,15.2
02-20 15:32,15.2
02-20 15:33,15.2
02-20 15:33,15.2
02-20 15:33,15.2
02-20 15:33,15.2
02-20 15:33,15.2
02-20 15:33,15.2
02-20 15:33,15.2
02-20 15:33,15.2
02-20 15:34,15.2
02-20 15:34,15.2
02-20 15:34,15.2
02-20 15:34,15.2
02-20 15:34,15.2
02-20 15:34,15.2
02-20 15:34,15.2
02-20 15:34,15.2
02-20 15:35,15.2
02-20 15:35,15.2
02-20 15:35,15.2
02-20 15:35,15.2
02-20 15:35,15.2
02-20 16:08,15.0
02-20 16:08,15.0
02-20 16:08,15.0
02-20 16:08,15.0
02-20 16:08,15.0
02-20 16:08,15.0
02-20 16:08,15.0
02-20 16:08,15.0
02-20 16:09,15.0
02-20 16:09,15.0
02-20 16:09,15.0
02-20 16:09,15.0
02-20 16:09,15.0
02-20 16:09,15.0
02-20 16:09,15.0
02-20 16:09,15.0
02-20 16:09,15.0
02-20 16:10,15.0
02-20 16:10,15.0
02-20 16:10,15.0
02-20 16:10,15.0
02-20 16:10,15.0
02-20 16:10,15.0
02-20 16:10,15.0
02-20 16:10,15.0
02-20 16:11,15.0
02-20 16:11,15.0
02-20 16:11,15.0
02-20 16:11,15.0
02-20 16:11,15.0
02-20 16:11,15.0
02-20 16:12,15.0
02-20 16:12,15.0
02-20 16:12,15.0
02-20 16:12,15.0
02-20 16:12,15.0
02-20 16:12,15.0
02-20 16:12,15.0
02-20 16:12,15.0
02-20 16:13,15.0
02-20 16:13,15.0
02-20 16:13,15.0
02-20 16:13,15.0
02-20 16:13,15.0
02-20 16:13,15.0
02-20 16:13,15.0
02-20 16:14,15.0
02-20 16:14,15.0
02-20 16:14,15.0
02-20 16:14,15.0
02-20 16:14,15.0
02-20 16:14,15.0
02-20 16:14,15.0
02-20 16:14,15.0
02-20 16:15,15.0
02-20 16:15,15.0
02-20 16:15,15.0
02-20 16:15,15.0
02-20 16:15,15.0
02-20 16:15,14.9
02-20 16:15,15.0
02-20 16:15,14.9
02-20 16:16,14.9
02-20 16:16,14.9
02-20 16:16,14.9
02-20 16:16,14.9
02-20 16:16,14.9
02-20 16:16,14.9
02-20 16:16,14.9
02-20 16:17,14.9
02-20 16:17,14.9
02-20 16:17,14.9
02-20 16:17,14.9
02-20 16:17,14.9
02-20 16:17,14.9
02-20 16:17,14.9
02-20 16:17,14.9
02-20 16:18,14.9
02-20 16:18,14.9
02-20 16:18,14.9
02-20 16:18,14.9
02-20 16:18,14.9
02-20 16:18,14.9
02-20 16:18,14.9
02-20 16:18,14.9
02-20 16:19,14.9
02-20 16:19,14.9
02-20 16:19,14.9
02-20 16:19,14.9
02-20 16:19,14.9
02-20 16:19,14.9
02-20 16:19,14.9
02-20 16:20,15.0
02-20 16:20,15.0
02-20 16:20,14.9
02-20 16:20,14.9
02-20 16:20,15.0
02-20 16:20,15.0
02-20 16:20,14.9
02-20 16:21,14.9
02-20 16:21,14.9
02-20 16:21,14.9
02-20 16:21,14.9
02-20 16:21,14.9
02-20 16:21,14.9
02-20 16:21,14.9
02-20 16:21,14.9
02-20 16:22,14.9
02-20 16:22,14.9
02-20 16:22,14.9
02-20 16:22,14.9
02-20 16:22,14.9
02-20 16:22,14.9
02-20 16:22,14.9
02-20 16:22,14.9
02-20 16:23,14.9
02-20 16:23,14.9
02-20 16:23,14.9
02-20 16:23,14.9
02-20 16:23,14.9
02-20 16:23,14.9
02-20 16:23,14.9
02-20 16:23,14.9
02-20 16:23,14.9
02-20 16:24,14.9
02-20 16:24,14.9
02-20 16:24,14.9
02-20 16:24,14.9
02-20 16:24,14.9
02-20 16:24,14.9
02-20 16:24,14.9
02-20 16:25,14.9
02-20 16:25,14.9
02-20 16:25,14.9
02-20 16:25,14.9
02-20 16:25,14.9
02-20 16:25,14.9
02-20 16:25,14.9
02-20 16:25,14.9
02-20 16:26,14.9
02-20 16:26,14.9
02-20 16:26,14.9
02-20 16:26,14.9
02-20 16:26,14.9
02-20 16:26,14.9
02-20 16:26,15.0
02-20 16:26,14.9
02-20 16:27,14.9
02-20 16:27,14.9
02-20 16:27,14.9
02-20 16:27,14.9
02-20 16:27,14.9
02-20 16:27,15.0
02-20 16:27,14.9
02-20 16:27,14.9
02-20 16:28,14.9
02-20 16:28,14.9
02-20 16:28,14.9
02-20 16:28,14.9
02-20 16:28,14.9
02-20 16:28,14.9
02-20 16:28,14.9
02-20 16:28,14.9
02-20 16:28,14.9
02-20 16:29,14.9
02-20 16:29,14.9
02-20 16:29,14.9
02-20 16:29,14.9
02-20 16:29,14.9
02-20 16:29,14.9
02-20 16:29,15.0
02-20 16:29,15.0
02-20 16:29,15.0
02-20 16:29,15.0
02-20 16:30,15.0
02-20 16:30,15.0
02-20 16:30,15.0
02-20 16:30,15.0
02-20 16:30,15.0
02-20 16:30,14.9
02-20 16:30,14.9
02-20 16:30,14.9
02-20 16:31,14.9
02-20 16:31,14.9
02-20 16:31,14.9
02-20 16:31,14.9
02-20 16:31,14.9
02-20 16:31,14.9
02-20 16:31,14.9
02-20 16:31,14.9
02-20 16:32,14.9
02-20 16:32,14.9
