Time,Voltage
02-20 16:32,14.9
02-20 16:32,14.9
02-20 16:32,14.9
02-20 16:32,14.9
02-20 16:32,14.9
02-20 16:32,14.9
02-20 16:33,14.9
02-20 16:33,14.9
02-20 16:33,14.9
02-20 16:43,14.8
02-20 16:43,14.8
02-20 16:43,14.8
02-20 16:55,14.7
02-20 16:55,14.7
02-20 16:56,14.7
02-20 16:56,14.7
02-20 16:56,14.7
02-20 16:56,14.7
02-20 16:56,14.7
02-20 16:56,14.7
02-20 16:56,14.7
02-20 16:57,14.7
02-20 16:57,14.7
02-20 16:57,16.0
02-20 16:57,17.4
02-20 16:57,17.2
02-20 16:57,16.1
02-20 16:58,15.4
02-20 16:58,15.5
02-20 16:58,16.6
02-20 16:58,17.6
02-20 16:58,17.5
02-20 16:59,16.1
02-20 16:59,15.5
02-20 17:09,21.9
02-20 17:19,13.5
02-20 17:29,13.5
02-20 17:39,13.4
02-20 17:49,13.3
02-20 17:59,5.8
02-20 18:09,1.0
02-20 18:19,0.2
02-20 18:29,0.1
02-20 18:39,0.1
02-20 18:49,0.1
02-20 18:59,0.0
02-20 19:09,0.0
02-20 19:19,0.0
02-20 19:29,-0.0
02-20 19:39,0.0
02-20 19:49,-0.0
02-20 19:59,-0.0
02-20 20:09,0.0
02-20 20:19,0.0
02-20 20:29,0.0
02-20 20:39,0.0
02-20 20:49,0.0
02-20 20:59,0.0
02-20 21:09,0.0
02-20 21:19,0.0
02-20 21:29,0.0
02-20 21:39,0.0
02-20 21:49,0.0
02-20 21:59,0.0
02-20 22:09,0.0
02-20 22:19,0.0
02-20 22:29,0.0
02-20 22:39,0.0
02-20 22:49,0.0
02-20 22:59,0.0
02-20 23:09,0.0
02-20 23:19,0.0
02-20 23:29,0.0
02-20 23:39,0.0
02-20 23:49,0.0
02-20 23:59,0.0
02-21 00:09,-0.0
02-21 00:19,-0.0
02-21 00:29,-0.0
02-21 00:39,-0.0
02-21 00:49,-0.0
02-21 00:59,-0.0
02-21 01:09,-0.0
02-21 01:19,-0.0
02-21 01:29,-0.0
02-21 01:39,-0.0
02-21 01:49,-0.0
02-21 01:59,-0.0
02-21 02:09,-0.0
02-21 02:19,-0.0
02-21 02:29,-0.0
02-21 02:39,-0.0
02-21 02:49,-0.0
02-21 02:59,-0.0
02-21 03:09,-0.0
02-21 03:19,-0.0
02-21 03:29,-0.0
02-21 03:39,-0.0
02-21 03:49,-0.0
02-21 03:59,-0.0
02-21 04:09,-0.0
02-21 04:19,-0.0
02-21 04:29,-0.0
02-21 04:39,-0.0
02-21 04:49,-0.0
02-21 04:59,-0.0
02-21 05:09,0.0
02-21 05:19,0.0
02-21 05:29,0.0
02-21 05:34,0.0
02-21 05:44,0.0
02-21 05:54,0.0
02-21 06:04,0.0
02-21 06:14,0.0
02-21 06:24,0.2
02-21 06:34,0.8
02-21 06:44,3.6
02-21 06:54,11.5
02-21 07:04,13.4
02-21 07:14,13.5
02-21 07:24,13.5
02-21 07:34,13.6
02-21 07:44,23.0
02-21 07:54,14.8
02-21 08:04,14.8
02-21 08:14,14.9
02-21 08:24,14.9
02-21 08:34,15.0
02-21 08:44,15.0
02-21 08:54,15.1
02-21 09:04,15.2
02-21 09:14,15.3
02-21 09:24,15.2
02-21 09:34,15.3
02-21 09:44,15.3
02-21 09:54,28.8
02-21 10:04,15.2
02-21 10:14,15.3
02-21 10:24,15.2
02-21 10:34,15.1
02-21 10:44,15.1
02-21 10:54,15.0
02-21 11:04,14.9
02-21 11:14,14.9
02-21 11:24,15.2
02-21 11:34,15.3
02-21 11:44,15.3
02-21 11:54,15.3
02-21 12:00,15.2
02-21 12:10,15.1
02-21 12:20,15.0
02-21 12:30,14.9
02-21 12:40,15.0
02-21 12:50,15.0
02-21 13:00,15.2
02-21 13:10,15.3
02-21 13:20,15.6
02-21 13:30,42.3
02-21 13:40,38.8
02-21 13:50,39.9
02-21 14:00,40.8
02-21 14:10,41.9
02-21 14:20,40.6
02-21 14:30,41.5
02-21 14:40,40.0
02-21 14:50,39.0
02-21 15:00,40.1
02-21 15:10,40.3
02-21 15:20,38.5
02-21 15:30,38.5
02-21 15:40,15.3
02-21 15:50,15.2
02-21 16:00,15.1
02-22 12:00,41.2
02-22 12:10,39.7
02-22 12:20,41.1
02-22 12:30,40.2
02-22 12:40,41.3
02-22 12:50,41.9
02-22 13:00,33.8
02-22 13:10,41.0
02-22 13:20,40.2
02-22 13:30,40.6
02-22 13:40,41.2
02-22 13:50,40.0
02-22 14:00,42.7
02-22 14:10,42.0
02-22 14:20,42.0
02-22 14:30,38.5
02-22 14:40,38.3
02-22 14:50,38.5
02-22 15:00,40.5
02-22 15:10,42.2
02-22 15:20,39.4
02-22 15:30,39.0
02-22 15:40,40.5
02-22 15:50,39.6
02-22 16:00,39.9
02-22 16:10,15.2
02-22 16:20,14.8
02-22 16:30,14.7
02-22 16:40,14.8
02-22 16:50,14.9
02-22 17:00,14.9
02-22 17:10,13.7
02-22 17:20,13.5
02-22 17:30,13.5
02-22 17:40,13.4
02-22 17:50,8.1
02-22 18:00,2.7
02-22 18:10,0.7
02-22 18:20,0.2
02-22 18:30,0.1
02-22 18:40,0.1
02-22 18:50,0.1
02-22 19:00,0.1
02-22 19:10,0.1
02-22 19:20,0.1
02-22 19:30,0.0
02-22 19:40,0.0
02-22 19:50,0.0
02-22 20:00,0.0
02-22 20:10,0.0
02-22 20:20,0.0
02-22 20:30,0.0
02-22 20:40,0.1
02-22 20:50,0.1
02-22 21:00,0.0
02-22 21:10,0.0
02-22 21:20,0.0
02-22 21:30,0.0
02-22 21:40,0.0
02-22 21:50,0.0
02-22 22:00,0.0
02-22 22:10,0.0
02-22 22:20,0.0
02-22 22:30,0.0
02-22 22:40,0.0
02-22 22:50,0.0
02-22 23:00,0.0
02-22 23:10,0.0
02-22 23:20,0.0
02-22 23:30,-0.0
02-22 23:40,0.0
02-22 23:50,0.0
02-23 00:00,-0.0
02-23 00:10,0.0
02-23 00:20,0.0
02-23 00:30,0.0
02-23 00:40,0.0
02-23 00:50,0.0
02-23 01:00,0.0
02-23 01:10,0.0
02-23 01:20,0.0
02-23 01:31,0.0
02-23 01:41,0.0
02-23 01:51,0.0
02-23 02:01,0.0
02-23 02:11,0.0
02-23 02:21,0.0
02-23 02:31,0.0
02-23 02:41,0.0
02-23 02:51,0.0
02-23 03:01,0.0
02-23 03:11,0.0
02-23 03:21,0.0
02-23 03:31,0.0
02-23 03:41,0.0
02-23 03:51,0.0
02-23 04:01,0.0
02-23 04:11,0.0
02-23 04:21,0.0
02-23 04:31,0.0
02-23 04:41,0.0
02-23 04:51,0.0
02-23 05:01,0.0
02-23 05:11,0.0
02-23 05:21,0.0
02-23 05:31,0.0
02-23 05:41,0.0
02-23 05:51,0.0
02-23 06:01,0.0
02-23 06:11,0.1
02-23 06:21,0.1
02-23 06:31,0.4
02-23 06:41,2.9
02-23 06:51,11.4
02-23 07:01,13.4
02-23 07:11,13.5
02-23 07:21,13.5
02-23 07:31,13.6
02-23 07:41,14.9
02-23 07:51,14.9
02-23 08:01,15.0
02-23 08:11,15.0
02-23 08:21,15.0
02-23 08:31,15.2
02-23 08:41,15.2
02-23 08:51,15.2
02-23 09:01,15.3
02-23 09:11,15.3
02-23 09:21,15.3
02-23 09:31,15.3
02-23 09:41,15.2
02-23 09:51,15.3
02-23 10:01,15.2
02-23 10:11,15.2
02-23 10:21,15.3
02-23 10:31,42.1
02-23 10:41,42.8
02-23 10:51,42.8
02-23 11:01,42.6
02-23 11:11,41.4
02-23 11:21,41.5
02-23 11:31,40.4
02-23 11:41,41.4
02-23 11:51,40.7
02-23 12:00,41.4
02-23 12:10,41.6
02-23 12:20,40.1
02-23 12:30,40.4
02-23 12:40,41.5
02-23 12:50,41.6
02-23 13:00,41.0
02-23 13:10,41.7
02-23 13:20,40.7
02-23 13:30,40.9
02-23 13:40,41.0
02-23 13:50,39.5
02-23 14:00,35.1
02-23 14:10,15.2
02-23 14:20,15.2
02-23 14:30,15.2
02-23 14:40,15.1
02-23 14:50,15.0
02-23 15:00,15.1
02-23 15:10,15.1
02-23 15:20,15.1
02-23 15:30,15.0
02-23 15:40,15.1
02-23 15:50,15.1
02-23 16:00,15.1
02-23 16:10,15.1
02-23 16:20,17.2
02-23 16:30,15.0
02-23 16:40,15.0
02-23 16:50,14.9
02-23 17:00,14.9
02-23 17:10,14.9
02-23 17:20,23.8
02-23 17:30,13.7
02-23 17:40,13.6
02-23 17:50,13.5
02-23 18:00,11.0
02-23 18:10,2.2
02-23 18:20,0.4
02-23 18:30,0.1
02-23 18:40,0.0
02-23 18:50,0.0
02-23 19:00,0.0
02-23 19:10,0.0
02-23 19:20,0.0
02-23 19:30,0.0
02-23 19:40,0.0
02-23 19:50,0.0
02-23 20:00,0.0
02-23 20:10,0.0
02-23 20:20,0.0
02-23 20:30,0.0
02-23 20:40,0.0
02-23 20:50,0.0
02-23 21:00,0.0
02-23 21:10,0.0
02-23 21:20,0.0
02-23 21:30,0.0
02-23 21:40,0.0
02-23 21:50,0.0
02-23 22:00,0.0
02-23 22:10,0.0
02-23 22:20,0.0
02-23 22:30,0.0
02-23 22:40,0.0
02-23 22:50,0.0
02-23 23:00,0.0
02-23 23:10,0.0
02-23 23:20,0.0
02-23 23:30,0.0
02-23 23:40,0.0
02-23 23:50,0.0
02-24 00:00,-0.0
02-24 00:10,-0.0
02-24 00:20,-0.0
02-24 00:30,-0.0
02-24 00:40,-0.0
02-24 00:50,-0.0
02-24 01:00,-0.0
02-24 01:10,-0.0
02-24 01:20,-0.0
02-24 01:30,0.0
02-24 01:41,0.0
02-24 01:51,-0.0
02-24 02:01,0.0
02-24 02:11,0.0
02-24 02:21,0.0
02-24 02:31,0.0
02-24 02:41,0.0
02-24 02:51,0.0
02-24 03:01,0.0
02-24 03:11,0.0
02-24 03:21,0.0
02-24 03:31,0.0
02-24 03:41,0.0
02-24 03:51,0.0
02-24 04:01,0.0
02-24 04:11,0.0
02-24 04:21,0.0
02-24 04:31,0.0
02-24 04:41,0.0
02-24 04:51,0.0
02-24 05:01,0.0
02-24 05:11,0.0
02-24 05:21,0.0
02-24 05:31,0.0
02-24 05:41,0.0
02-24 05:51,0.0
02-24 06:01,0.0
02-24 06:11,0.1
02-24 06:21,0.2
02-24 06:31,1.2
02-24 06:41,5.7
02-24 06:51,13.4
02-24 07:01,13.5
02-24 07:11,13.6
02-24 07:21,16.2
02-24 07:31,14.9
02-24 07:41,14.9
02-24 07:51,14.9
02-24 08:01,15.0
02-24 08:11,15.0
02-24 08:21,27.4
02-24 08:31,15.1
02-24 08:41,15.1
02-24 08:51,15.2
02-24 09:01,15.2
02-24 09:11,15.2
02-24 09:21,17.7
02-24 09:31,15.1
02-24 09:41,15.0
02-24 09:51,15.1
02-24 10:01,15.1
02-24 10:11,15.2
02-24 10:21,17.2
02-24 10:31,37.6
02-24 10:41,40.6
02-24 10:51,40.5
02-24 11:01,39.8
02-24 11:11,38.9
02-24 11:21,37.6
02-24 11:31,39.5
02-24 11:41,38.6
02-24 11:51,20.3
02-24 12:00,15.7
02-24 12:10,40.9
02-24 12:20,40.3
02-24 12:30,40.1
02-24 12:40,40.7
02-24 12:50,40.7
02-24 13:00,36.4
02-24 13:10,37.4
02-24 13:20,39.9
02-24 13:30,15.5
02-24 13:40,15.4
02-24 13:50,15.7
02-24 14:00,40.6
02-24 14:10,39.0
02-24 14:20,39.7
02-24 14:30,34.5
02-24 14:40,15.6
02-24 14:50,15.8
02-24 15:00,41.0
02-24 15:10,40.1
02-24 15:20,39.7
02-24 15:30,40.2
02-24 15:40,40.3
02-24 15:50,39.7
02-24 16:00,40.0
02-24 16:10,15.2
02-24 16:20,15.1
02-24 16:30,14.8
02-24 16:40,14.7
02-24 16:50,13.5
02-24 17:00,14.8
02-24 17:10,13.6
02-24 17:20,13.6
02-24 17:30,13.6
02-24 17:40,13.5
02-24 17:50,13.4
02-24 18:00,10.0
02-24 18:10,2.0
02-24 18:20,0.5
02-24 18:30,0.2
02-24 18:40,0.1
02-24 18:50,0.0
02-24 19:00,0.0
02-24 19:10,0.0
02-24 19:20,0.0
02-24 19:30,0.0
02-24 19:40,0.0
02-24 19:50,0.0
02-24 20:00,0.0
02-24 20:10,-0.0
02-24 20:20,-0.0
02-24 20:30,-0.0
02-24 20:40,-0.0
02-24 20:50,0.0
02-24 21:00,0.0
02-24 21:10,-0.0
02-24 21:20,-0.0
02-24 21:30,-0.0
02-24 21:40,0.0
02-24 21:50,-0.0
02-24 22:00,-0.0
02-24 22:10,0.0
02-24 22:20,0.0
02-24 22:30,0.0
02-24 22:40,-0.0
02-24 22:50,0.0
02-24 23:00,0.0
02-24 23:10,0.0
02-24 23:20,-0.0
02-24 23:30,0.0
02-24 23:40,-0.0
02-24 23:50,0.0
02-25 00:00,-0.0
02-25 00:10,-0.0
02-25 00:20,-0.0
02-25 00:30,-0.0
02-25 00:40,-0.0
02-25 00:50,-0.0
02-25 01:00,-0.0
02-25 01:10,-0.0
02-25 01:20,-0.0
02-25 01:30,-0.0
02-25 01:40,-0.0
02-25 01:50,-0.0
02-25 02:00,-0.0
02-25 02:10,-0.0
02-25 02:20,-0.0
02-25 02:30,-0.0
02-25 02:41,-0.0
02-25 02:51,-0.0
02-25 03:01,-0.0
02-25 03:11,-0.0
02-25 03:21,-0.0
02-25 03:31,-0.0
02-25 03:41,-0.0
02-25 03:51,-0.0
02-25 04:01,-0.0
02-25 04:11,-0.0
02-25 04:21,-0.0
02-25 04:31,-0.0
02-25 04:41,-0.0
02-25 04:51,-0.0
02-25 05:01,0.0
02-25 05:11,0.0
02-25 05:21,0.0
02-25 05:31,0.0
02-25 05:41,0.0
02-25 05:51,0.0
02-25 06:01,0.0
02-25 06:11,0.2
02-25 06:21,0.6
02-25 06:31,2.9
02-25 06:41,11.6
02-25 06:51,13.5
02-25 07:01,13.5
02-25 07:11,13.6
02-25 07:21,15.9
02-25 07:31,15.0
02-25 07:41,15.1
02-25 07:51,15.2
02-25 08:01,15.0
02-25 08:11,15.2
02-25 08:21,16.6
02-25 08:31,15.2
02-25 08:41,15.3
02-25 08:51,15.3
02-25 09:01,15.2
02-25 09:11,15.2
02-25 09:21,40.3
02-25 09:31,41.3
02-25 09:41,41.7
02-25 09:51,41.1
02-25 10:01,40.9
02-25 10:11,40.2
02-25 10:21,41.7
02-25 10:31,41.9
02-25 10:41,41.6
02-25 10:51,42.1
02-25 11:01,42.1
02-25 11:11,41.7
02-25 11:21,40.7
02-25 11:31,40.4
02-25 11:41,41.1
02-25 11:51,41.3
02-25 12:00,41.7
02-25 12:10,41.8
02-25 12:20,40.4
02-25 12:30,38.8
02-25 12:40,39.8
02-25 12:50,42.1
02-25 13:00,38.5
02-25 13:10,41.5
02-25 13:20,41.9
02-25 13:30,15.3
02-25 13:40,15.1
02-25 13:50,15.1
02-25 14:00,15.2
02-25 14:10,19.1
02-25 14:20,15.4
02-25 14:30,15.2
02-25 14:40,15.2
02-25 14:50,15.2
02-25 15:00,15.0
02-25 15:10,14.8
02-25 15:20,14.7
02-25 15:30,14.7
02-25 15:40,15.0
02-25 15:50,15.1
02-25 16:00,15.1
02-25 16:10,15.0
02-25 16:20,15.0
02-25 16:30,15.2
02-25 16:40,15.0
02-25 16:50,15.0
02-25 17:00,24.2
02-25 17:10,13.7
02-25 17:20,13.6
02-25 17:30,13.6
02-25 17:40,13.6
02-25 17:50,13.5
02-25 18:00,13.4
02-25 18:10,5.4
02-25 18:20,0.9
02-25 18:30,0.3
02-25 18:40,0.1
02-25 18:50,0.0
02-25 19:00,0.0
02-25 19:10,0.0
02-25 19:20,0.0
02-25 19:30,0.0
02-25 19:40,0.0
02-25 19:50,0.0
02-25 20:00,0.0
02-25 20:10,0.0
02-25 20:20,0.0
02-25 20:30,0.0
02-25 20:40,0.0
02-25 20:50,0.0
02-25 21:00,0.0
02-25 21:10,0.0
02-25 21:20,0.0
02-25 21:30,0.0
02-25 21:40,0.0
02-25 21:50,0.0
02-25 22:00,-0.0
02-25 22:10,-0.0
02-25 22:20,0.0
02-25 22:30,0.0
02-25 22:40,0.0
02-25 22:50,0.0
02-25 23:00,0.0
02-25 23:10,0.0
02-25 23:20,-0.0
02-25 23:30,-0.0
02-25 23:40,0.0
02-25 23:50,0.0
02-26 00:00,-0.0
02-26 00:10,-0.0
02-26 00:20,-0.0
02-26 00:30,-0.0
02-26 00:40,-0.0
02-26 00:50,-0.0
02-26 01:00,-0.0
02-26 01:10,-0.0
02-26 01:20,-0.0
02-26 01:30,-0.0
02-26 01:40,-0.0
02-26 01:50,-0.0
02-26 02:00,-0.0
02-26 02:10,-0.0
02-26 02:20,-0.0
02-26 02:30,-0.0
02-26 02:40,-0.0
02-26 02:50,-0.0
02-26 03:00,-0.0
02-26 03:10,-0.0
02-26 03:21,-0.0
02-26 03:31,-0.0
02-26 03:41,-0.0
02-26 03:51,-0.0
02-26 04:01,-0.0
02-26 04:11,-0.0
02-26 04:21,-0.0
02-26 04:31,-0.0
02-26 04:41,-0.0
02-26 04:51,-0.0
02-26 05:01,0.0
02-26 05:11,0.0
02-26 05:21,0.0
02-26 05:31,0.0
02-26 05:41,0.0
02-26 05:51,0.0
02-26 06:01,0.0
02-26 06:11,0.2
02-26 06:21,0.8
02-26 06:31,4.1
02-26 06:41,13.4
02-26 06:51,13.5
02-26 07:01,13.6
02-26 07:11,13.6
02-26 07:21,20.6
02-26 07:31,14.9
02-26 07:41,14.9
02-26 07:51,14.9
02-26 08:01,15.1
02-26 08:11,15.1
02-26 08:21,15.1
02-26 08:31,15.2
02-26 08:41,15.2
02-26 08:51,15.3
02-26 09:01,15.3
02-26 09:11,15.3
02-26 09:21,40.7
02-26 09:31,42.6
02-26 09:41,42.9
02-26 09:51,42.8
02-26 10:01,42.6
02-26 10:11,42.9
02-26 10:21,38.0
02-26 10:31,36.4
02-26 10:41,42.9
02-26 10:51,37.4
02-26 11:01,40.9
02-26 11:11,42.7
02-26 11:21,40.7
02-26 11:31,42.1
02-26 11:41,42.0
02-26 11:51,40.6
02-26 12:00,40.0
02-26 12:10,42.8
02-26 12:20,42.2
02-26 12:30,42.7
02-26 12:40,42.8
02-26 12:50,42.6
02-26 13:00,42.7
02-26 13:10,40.9
02-26 13:20,39.5
02-26 13:30,39.1
02-26 13:40,42.5
02-26 13:50,43.0
02-26 14:00,42.7
02-26 14:10,39.0
02-26 14:20,39.3
02-26 14:30,42.6
02-26 14:40,39.0
02-26 14:50,23.7
02-26 15:00,15.2
02-26 15:10,15.1
02-26 15:20,15.0
02-26 15:30,14.8
02-26 15:40,14.7
02-26 15:50,15.1
02-26 16:00,15.0
02-26 16:10,15.0
02-26 16:20,15.0
02-26 16:30,15.1
02-26 16:40,15.0
02-26 16:50,15.0
02-26 17:00,14.9
02-26 17:10,14.9
02-26 17:20,23.5
02-26 17:30,13.7
02-26 17:40,13.7
02-26 17:50,13.6
02-26 18:00,13.5
02-26 18:10,7.8
02-26 18:20,1.6
02-26 18:30,0.3
02-26 18:40,0.1
02-26 18:50,0.0
02-26 19:00,0.0
02-26 19:10,0.0
02-26 19:20,0.0
02-26 19:30,0.0
02-26 19:40,0.0
02-26 19:50,0.0
02-26 20:00,0.0
02-26 20:10,0.0
02-26 20:20,0.0
02-26 20:30,0.0
02-26 20:40,0.0
02-26 20:50,0.0
02-26 21:00,0.0
02-26 21:10,0.0
02-26 21:20,0.0
02-26 21:30,0.0
02-26 21:40,0.0
02-26 21:50,0.0
02-26 22:00,0.0
02-26 22:10,0.0
02-26 22:20,0.0
02-26 22:30,0.0
02-26 22:40,0.0
02-26 22:50,0.0
02-26 23:00,-0.0
02-26 23:10,0.0
02-26 23:20,0.0
02-26 23:30,0.0
02-26 23:40,0.0
02-26 23:50,0.0
02-27 00:00,-0.0
02-27 00:10,-0.0
02-27 00:20,-0.0
02-27 00:30,-0.0
02-27 00:40,-0.0
02-27 00:50,-0.0
02-27 01:00,-0.0
02-27 01:10,-0.0
02-27 01:21,-0.0
02-27 01:31,-0.0
02-27 01:41,-0.0
02-27 01:51,-0.0
02-27 02:01,-0.0
02-27 02:11,-0.0
02-27 02:21,-0.0
02-27 02:31,-0.0
02-27 02:41,-0.0
02-27 02:51,-0.0
02-27 03:01,-0.0
02-27 03:11,-0.0
02-27 03:21,-0.0
02-27 03:31,-0.0
02-27 03:41,-0.0
02-27 03:51,-0.0
02-27 04:01,-0.0
02-27 04:11,-0.0
02-27 04:21,-0.0
02-27 04:31,-0.0
02-27 04:41,0.0
02-27 04:51,0.0
02-27 05:01,0.0
02-27 05:11,0.0
02-27 05:21,0.0
02-27 05:31,0.0
02-27 05:41,0.0
02-27 05:51,0.0
02-27 06:01,0.1
02-27 06:11,0.2
02-27 06:21,1.0
02-27 06:31,4.6
02-27 06:41,13.3
02-27 06:51,13.5
02-27 07:01,13.6
02-27 07:11,13.6
02-27 07:21,22.6
02-27 07:31,14.9
02-27 07:41,15.0
02-27 07:51,15.0
02-27 08:01,15.1
02-27 08:11,15.1
02-27 08:21,15.1
02-27 08:31,15.2
02-27 08:41,15.2
02-27 08:51,15.3
02-27 09:01,15.3
02-27 09:11,15.1
02-27 09:21,15.2
02-27 09:31,15.1
02-27 09:41,15.1
02-27 09:51,14.8
02-27 10:01,14.8
02-27 10:11,14.9
02-27 10:21,15.2
02-27 10:31,15.2
02-27 10:41,15.3
02-27 10:51,15.2
02-27 11:01,15.2
02-27 11:11,15.3
02-27 11:21,14.9
02-27 11:31,40.7
02-27 11:41,37.9
02-27 11:51,43.1
02-27 12:00,39.4
02-27 12:10,40.4
02-27 12:20,43.2
02-27 12:30,17.3
02-27 12:40,15.2
02-27 12:50,15.2
02-27 13:00,15.2
02-27 13:10,43.4
02-27 13:20,40.8
02-27 13:30,43.2
02-27 13:40,38.6
02-27 13:50,15.6
02-27 14:00,38.9
02-27 14:10,40.6
02-27 14:20,39.5
02-27 14:30,39.9
02-27 14:40,40.2
02-27 14:50,39.6
02-27 15:00,40.8
02-27 15:10,40.3
02-27 15:20,38.5
02-27 15:30,15.4
02-27 15:40,15.3
02-27 15:50,15.3
02-27 16:00,15.2
02-27 16:10,15.0
02-27 16:20,14.9
02-27 16:30,14.7
02-27 16:40,14.7
02-27 16:50,14.8
02-27 17:00,14.9
02-27 17:10,14.9
02-27 17:20,17.3
02-27 17:30,13.6
02-27 17:40,13.6
02-27 17:50,13.4
02-27 18:00,13.4
02-27 18:10,9.0
02-27 18:20,1.8
02-27 18:30,0.3
02-27 18:40,0.1
02-27 18:50,0.1
02-27 19:00,0.0
02-27 19:10,0.0
02-27 19:20,0.0
02-27 19:30,0.0
02-27 19:40,0.0
02-27 19:50,0.0
02-27 20:00,0.0
02-27 20:10,0.0
02-27 20:20,0.0
02-27 20:30,0.0
02-27 20:40,0.0
02-27 20:50,0.0
02-27 21:00,0.0
02-27 21:10,0.0
02-27 21:20,0.0
02-27 21:30,0.0
02-27 21:40,0.0
02-27 21:50,0.0
02-27 22:00,0.1
02-27 22:10,0.0
02-27 22:20,0.0
02-27 22:30,0.0
02-27 22:40,0.0
02-27 22:50,0.0
02-27 23:00,0.0
02-27 23:10,0.0
02-27 23:20,0.0
02-27 23:30,0.0
02-27 23:40,0.0
02-27 23:50,0.0
02-28 00:00,-0.0
02-28 00:10,-0.0
02-28 00:20,-0.0
02-28 00:30,-0.0
02-28 00:40,-0.0
02-28 00:50,-0.0
02-28 01:00,-0.0
02-28 01:10,-0.0
02-28 01:20,-0.0
02-28 01:30,-0.0
02-28 01:40,-0.0
02-28 01:50,-0.0
02-28 02:00,-0.0
02-28 02:10,-0.0
02-28 02:20,-0.0
02-28 02:30,0.0
02-28 02:41,-0.0
02-28 02:51,-0.0
02-28 03:01,-0.0
02-28 03:11,-0.0
02-28 03:21,-0.0
02-28 03:31,0.0
02-28 03:41,0.0
02-28 03:51,0.0
02-28 04:01,0.0
02-28 04:11,0.0
02-28 04:21,0.0
02-28 04:31,0.0
02-28 04:41,0.0
02-28 04:51,0.0
02-28 05:01,0.0
02-28 05:11,0.0
02-28 05:21,0.0
02-28 05:31,0.0
02-28 05:41,0.0
02-28 05:51,0.0
02-28 06:01,0.1
02-28 06:11,0.2
02-28 06:21,1.2
02-28 06:31,5.9
02-28 06:41,13.4
02-28 06:51,13.5
02-28 07:01,13.6
02-28 07:11,13.7
02-28 07:21,17.0
02-28 07:31,14.9
02-28 07:41,15.0
02-28 07:51,15.0
02-28 08:01,15.0
02-28 08:11,15.0
02-28 08:21,15.1
02-28 08:31,15.2
02-28 08:41,15.3
02-28 08:51,15.2
02-28 09:01,15.3
02-28 09:11,15.3
02-28 09:21,15.2
02-28 09:31,14.9
02-28 09:41,14.9
02-28 09:51,14.9
02-28 10:01,15.0
02-28 10:11,15.0
02-28 10:21,15.1
02-28 10:31,39.3
02-28 10:41,40.6
02-28 10:51,41.3
02-28 11:01,40.6
02-28 11:11,39.1
02-28 11:21,39.7
02-28 11:31,39.8
02-28 11:41,40.8
02-28 11:51,41.6
02-28 12:00,43.1
02-28 12:10,39.3
02-28 12:20,41.4
02-28 12:30,41.5
02-28 12:40,40.4
02-28 12:50,39.2
02-28 13:00,15.5
02-28 13:10,15.7
02-28 13:20,42.5
02-28 13:30,40.4
02-28 13:40,40.3
02-28 13:50,40.5
02-28 14:00,40.5
02-28 14:10,20.0
02-28 14:20,15.5
02-28 14:30,16.4
02-28 14:40,42.6
02-28 14:50,39.6
02-28 15:00,42.3
02-28 15:10,39.1
02-28 15:20,16.0
02-28 15:30,15.1
02-28 15:40,15.3
02-28 15:50,15.2
02-28 16:00,15.2
02-28 16:10,15.1
02-28 16:20,14.9
02-28 16:30,14.7
02-28 16:40,14.7
02-28 16:50,15.0
02-28 17:00,14.9
02-28 17:10,14.8
02-28 17:20,14.9
02-28 17:30,13.6
02-28 17:40,13.6
02-28 17:50,13.5
02-28 18:00,13.4
02-28 18:10,9.7
02-28 18:20,2.4
02-28 18:30,0.5
02-28 18:40,0.1
02-28 18:50,0.1
02-28 19:00,0.1
02-28 19:10,0.0
02-28 19:20,0.0
02-28 19:30,0.1
02-28 19:40,0.1
02-28 19:50,0.1
02-28 20:00,0.1
02-28 20:10,0.1
02-28 20:20,0.1
02-28 20:30,0.1
02-28 20:40,0.1
02-28 20:50,0.1
02-28 21:00,0.1
02-28 21:10,0.1
02-28 21:20,0.1
02-28 21:30,0.1
02-28 21:40,0.1
02-28 21:50,0.1
02-28 22:00,0.1
02-28 22:10,0.1
02-28 22:20,0.1
02-28 22:30,0.1
02-28 22:40,0.1
02-28 22:50,0.1
02-28 23:00,0.1
02-28 23:10,0.1
02-28 23:20,0.0
02-28 23:30,0.0
02-28 23:40,0.0
02-28 23:50,0.0
03-01 00:00,0.0
03-01 00:10,0.0
03-01 00:20,0.0
03-01 00:30,0.0
03-01 00:40,0.0
03-01 00:50,0.0
03-01 01:00,0.0
03-01 01:10,0.0
03-01 01:20,0.0
03-01 01:30,0.0
03-01 01:40,0.0
03-01 01:50,0.0
03-01 02:00,0.0
03-01 02:10,-0.0
03-01 02:21,-0.0
03-01 02:31,0.0
03-01 02:41,0.0
03-01 02:51,-0.0
03-01 03:01,-0.0
03-01 03:11,-0.0
03-01 03:21,-0.0
03-01 03:31,-0.0
03-01 03:41,0.0
03-01 03:51,0.0
03-01 04:01,-0.0
03-01 04:11,-0.0
03-01 04:21,0.0
03-01 04:31,0.0
03-01 04:41,0.0
03-01 04:51,-0.0
03-01 05:01,0.0
03-01 05:11,0.0
03-01 05:21,0.0
03-01 05:31,0.0
03-01 05:41,0.0
03-01 05:51,0.0
03-01 06:01,0.1
03-01 06:11,0.2
03-01 06:21,1.4
03-01 06:31,7.2
03-01 06:41,13.3
03-01 06:51,13.4
