Time, Leisure, Van
02-23 09:51,13.5,13.5
02-23 10:01,14.0,14.0
02-23 10:11,13.5,13.4
02-23 10:21,13.6,13.5
02-23 10:31,14.6,14.5
02-23 10:41,14.7,14.7
02-23 10:51,14.7,14.6
02-23 11:01,14.7,14.6
02-23 11:11,14.7,14.6
02-23 11:21,14.6,14.5
02-23 11:31,14.6,14.6
02-23 11:41,14.5,14.5
02-23 11:51,14.6,14.5
02-23 12:00,14.6,14.5
02-23 12:10,14.6,14.5
02-23 12:20,14.6,14.5
02-23 12:30,13.9,13.8
02-23 12:40,13.9,13.8
02-23 12:50,13.9,13.9
02-23 13:00,13.9,13.9
02-23 13:10,14.0,13.9
02-23 13:20,13.9,13.9
02-23 13:30,14.0,13.9
02-23 13:40,14.0,13.9
02-23 13:50,13.9,13.8
02-23 14:00,13.9,13.8
02-23 14:10,13.5,13.5
02-23 14:20,13.5,13.4
02-23 14:30,13.5,13.4
02-23 14:40,13.4,13.3
02-23 14:50,13.3,13.3
02-23 15:00,13.4,13.3
02-23 15:10,13.3,13.3
02-23 15:20,13.3,13.3
02-23 15:30,13.3,13.2
02-23 15:40,13.3,13.3
02-23 15:50,13.5,13.4
02-23 16:00,13.5,13.4
02-23 16:10,13.4,13.4
02-23 16:20,13.4,13.4
02-23 16:30,13.4,13.4
02-23 16:40,13.4,13.4
02-23 16:50,13.4,13.4
02-23 17:00,13.4,13.4
02-23 17:10,13.4,13.4
02-23 17:20,13.4,13.4
02-23 17:30,13.4,13.3
02-23 17:40,13.4,13.3
02-23 17:50,13.4,13.3
02-23 18:00,13.4,13.3
02-23 18:10,13.4,13.3
02-23 18:20,13.4,13.3
02-23 18:30,13.4,13.3
02-23 18:40,13.4,13.3
02-23 18:50,13.4,13.3
02-23 19:00,13.4,13.3
02-23 19:10,13.4,13.3
02-23 19:20,13.4,13.3
02-23 19:30,13.4,13.3
02-23 19:40,13.4,13.3
02-23 19:50,13.4,13.3
02-23 20:00,13.4,13.3
02-23 20:10,13.4,13.3
02-23 20:20,13.4,13.3
02-23 20:30,13.4,13.3
02-23 20:40,13.4,13.3
02-23 20:50,13.4,13.3
02-23 21:00,13.4,13.3
02-23 21:10,13.4,13.3
02-23 21:20,13.4,13.3
02-23 21:30,13.4,13.3
02-23 21:40,13.4,13.3
02-23 21:50,13.4,13.3
02-23 22:00,13.4,13.3
02-23 22:10,13.4,13.3
02-23 22:20,13.4,13.3
02-23 22:30,13.4,13.3
02-23 22:40,13.4,13.3
02-23 22:50,13.4,13.3
02-23 23:00,13.4,13.3
02-23 23:10,13.4,13.3
02-23 23:20,13.4,13.3
02-23 23:30,13.4,13.3
02-23 23:40,13.4,13.3
02-23 23:50,13.4,13.3
02-24 00:00,13.4,13.3
02-24 00:10,13.4,13.3
02-24 00:20,13.4,13.3
02-24 00:30,13.4,13.3
02-24 00:40,13.4,13.3
02-24 00:50,13.4,13.3
02-24 01:00,13.4,13.3
02-24 01:10,13.4,13.3
02-24 01:20,13.4,13.3
02-24 01:30,13.4,13.3
02-24 01:41,13.4,13.3
02-24 01:51,13.4,13.3
02-24 02:01,13.4,13.3
02-24 02:11,13.4,13.3
02-24 02:21,13.4,13.3
02-24 02:31,13.4,13.3
02-24 02:41,13.4,13.3
02-24 02:51,13.4,13.3
02-24 03:01,13.4,13.3
02-24 03:11,13.4,13.3
02-24 03:21,13.4,13.3
02-24 03:31,13.4,13.3
02-24 03:41,13.4,13.3
02-24 03:51,13.4,13.3
02-24 04:01,13.4,13.3
02-24 04:11,13.4,13.3
02-24 04:21,13.4,13.3
02-24 04:31,13.4,13.3
02-24 04:41,13.4,13.3
02-24 04:51,13.4,13.3
02-24 05:01,13.4,13.3
02-24 05:11,13.4,13.3
02-24 05:21,13.4,13.3
02-24 05:31,13.4,13.3
02-24 05:41,13.4,13.3
02-24 05:51,13.4,13.3
02-24 06:01,13.4,13.3
02-24 06:11,13.4,13.3
02-24 06:21,13.4,13.3
02-24 06:31,13.4,13.3
02-24 06:41,13.4,13.3
02-24 06:51,13.4,13.3
02-24 07:01,13.4,13.3
02-24 07:11,13.4,13.3
02-24 07:21,13.4,13.3
02-24 07:31,13.4,13.4
02-24 07:41,13.4,13.4
02-24 07:51,13.4,13.3
02-24 08:01,13.4,13.4
02-24 08:11,13.4,13.4
02-24 08:21,13.6,13.5
02-24 08:31,13.5,13.4
02-24 08:41,13.4,13.4
02-24 08:51,13.5,13.4
02-24 09:01,13.5,13.4
02-24 09:11,13.5,13.5
02-24 09:21,13.6,13.5
02-24 09:31,13.4,13.3
02-24 09:41,13.3,13.3
02-24 09:51,13.3,13.3
02-24 10:01,13.4,13.3
02-24 10:11,13.5,13.4
02-24 10:21,13.6,13.5
02-24 10:31,14.7,14.6
02-24 10:41,14.7,14.6
02-24 10:51,14.7,14.6
02-24 11:01,14.6,14.6
02-24 11:11,14.7,14.7
02-24 11:21,14.7,14.6
02-24 11:31,14.6,14.5
02-24 11:41,14.7,14.7
02-24 11:51,13.9,13.9
02-24 12:00,13.9,13.8
02-24 12:10,14.2,14.1
02-24 12:20,14.6,14.5
02-24 12:30,14.6,14.6
02-24 12:40,14.6,14.6
02-24 12:50,14.7,14.6
02-24 13:00,14.6,14.5
02-24 13:10,14.7,14.6
02-24 13:20,14.7,14.6
02-24 13:30,13.8,13.7
02-24 13:40,13.7,13.6
02-24 13:50,13.9,13.8
02-24 14:00,14.6,14.6
02-24 14:10,13.9,13.9
02-24 14:20,13.9,13.9
02-24 14:30,13.9,13.9
02-24 14:40,13.8,13.7
02-24 14:50,14.0,14.0
02-24 15:00,14.2,14.2
02-24 15:10,14.1,14.0
02-24 15:20,14.2,14.1
02-24 15:30,14.2,14.1
02-24 15:40,14.2,14.1
02-24 15:50,14.2,14.1
02-24 16:00,13.7,13.7
02-24 16:10,13.6,13.5
02-24 16:20,13.4,13.4
02-24 16:30,13.3,13.2
02-24 16:40,13.1,13.1
02-24 16:50,13.3,13.2
02-24 17:00,13.4,13.3
02-24 17:10,13.4,13.3
02-24 17:20,13.4,13.3
02-24 17:30,13.4,13.4
02-24 17:40,13.4,13.3
02-24 17:50,13.4,13.3
02-24 18:00,13.4,13.3
02-24 18:10,13.4,13.3
02-24 18:20,13.4,13.3
02-24 18:30,13.4,13.4
02-24 18:40,13.4,13.3
02-24 18:50,13.4,13.3
02-24 19:00,13.4,13.3
02-24 19:10,13.4,13.3
02-24 19:20,13.4,13.3
02-24 19:30,13.4,13.3
02-24 19:40,13.4,13.4
02-24 19:50,13.4,13.3
02-24 20:00,13.4,13.3
02-24 20:10,13.4,13.4
02-24 20:20,13.4,13.3
02-24 20:30,13.4,13.3
02-24 20:40,13.4,13.3
02-24 20:50,13.4,13.3
02-24 21:00,13.4,13.3
02-24 21:10,13.4,13.3
02-24 21:20,13.4,13.3
02-24 21:30,13.4,13.3
02-24 21:40,13.4,13.4
02-24 21:50,13.4,13.3
02-24 22:00,13.4,13.3
02-24 22:10,13.4,13.3
02-24 22:20,13.4,13.3
02-24 22:30,13.4,13.3
02-24 22:40,13.4,13.3
02-24 22:50,13.4,13.3
02-24 23:00,13.4,13.3
02-24 23:10,13.4,13.3
02-24 23:20,13.4,13.3
02-24 23:30,13.4,13.3
02-24 23:40,13.4,13.3
02-24 23:50,13.4,13.3
02-25 00:00,13.4,13.3
02-25 00:10,13.4,13.3
02-25 00:20,13.4,13.3
02-25 00:30,13.4,13.3
02-25 00:40,13.4,13.3
02-25 00:50,13.4,13.3
02-25 01:00,13.4,13.3
02-25 01:10,13.4,13.3
02-25 01:20,13.4,13.3
02-25 01:30,13.4,13.3
02-25 01:40,13.4,13.4
02-25 01:50,13.4,13.3
02-25 02:00,13.4,13.4
02-25 02:10,13.4,13.3
02-25 02:20,13.4,13.3
02-25 02:30,13.4,13.3
02-25 02:41,13.4,13.3
02-25 02:51,13.4,13.3
02-25 03:01,13.4,13.4
02-25 03:11,13.4,13.3
02-25 03:21,13.4,13.3
02-25 03:31,13.4,13.3
02-25 03:41,13.4,13.3
02-25 03:51,13.4,13.3
02-25 04:01,13.4,13.3
02-25 04:11,13.4,13.3
02-25 04:21,13.4,13.3
02-25 04:31,13.4,13.3
02-25 04:41,13.4,13.3
02-25 04:51,13.4,13.3
02-25 05:01,13.4,13.3
02-25 05:11,13.4,13.3
02-25 05:21,13.4,13.3
02-25 05:31,13.4,13.3
02-25 05:41,13.4,13.3
02-25 05:51,13.4,13.3
02-25 06:01,13.4,13.3
02-25 06:11,13.4,13.3
02-25 06:21,13.4,13.3
02-25 06:31,13.4,13.3
02-25 06:41,13.4,13.3
02-25 06:51,13.4,13.3
02-25 07:01,13.4,13.3
02-25 07:11,13.4,13.4
02-25 07:21,13.4,13.3
02-25 07:31,13.4,13.4
02-25 07:41,13.5,13.4
02-25 07:51,13.5,13.4
02-25 08:01,13.5,13.4
02-25 08:11,13.5,13.4
02-25 08:21,13.5,13.5
02-25 08:31,13.5,13.4
02-25 08:41,13.6,13.5
02-25 08:51,13.5,13.5
02-25 09:01,13.5,13.5
02-25 09:11,13.4,13.4
02-25 09:21,14.8,14.8
02-25 09:31,14.7,14.6
02-25 09:41,14.6,14.6
02-25 09:51,14.7,14.6
02-25 10:01,14.7,14.7
02-25 10:11,14.7,14.6
02-25 10:21,14.7,14.7
02-25 10:31,14.7,14.7
02-25 10:41,14.7,14.6
02-25 10:51,14.7,14.6
02-25 11:01,14.7,14.6
02-25 11:11,14.6,14.6
02-25 11:21,13.9,13.8
02-25 11:31,14.1,14.1
02-25 11:41,14.1,14.0
02-25 11:51,14.1,14.0
02-25 12:00,14.1,14.0
02-25 12:10,14.0,14.0
02-25 12:20,14.0,14.0
02-25 12:30,14.1,14.1
02-25 12:40,14.1,14.0
02-25 12:50,14.1,14.0
02-25 13:00,14.0,14.0
02-25 13:10,14.0,14.0
02-25 13:20,14.0,13.9
02-25 13:30,13.7,13.6
02-25 13:40,13.4,13.4
02-25 13:50,13.4,13.3
02-25 14:00,13.4,13.4
02-25 14:10,14.2,14.2
02-25 14:20,13.7,13.6
02-25 14:30,13.5,13.5
02-25 14:40,13.4,13.4
02-25 14:50,13.4,13.4
02-25 15:00,13.3,13.3
02-25 15:10,13.2,13.2
02-25 15:20,13.1,13.1
02-25 15:30,13.1,13.0
02-25 15:40,13.4,13.3
02-25 15:50,13.4,13.4
02-25 16:00,13.4,13.4
02-25 16:10,13.4,13.4
02-25 16:20,13.5,13.4
02-25 16:30,13.5,13.4
02-25 16:40,13.5,13.4
02-25 16:50,13.4,13.4
02-25 17:00,13.4,13.4
02-25 17:10,13.4,13.4
02-25 17:20,13.4,13.4
02-25 17:30,13.4,13.3
02-25 17:40,13.4,13.3
02-25 17:50,13.4,13.3
02-25 18:00,13.4,13.3
02-25 18:10,13.4,13.3
02-25 18:20,13.4,13.3
02-25 18:30,13.4,13.3
02-25 18:40,13.4,13.3
02-25 18:50,13.4,13.3
02-25 19:00,13.4,13.3
02-25 19:10,13.4,13.3
02-25 19:20,13.4,13.3
02-25 19:30,13.4,13.3
02-25 19:40,13.4,13.3
02-25 19:50,13.4,13.3
02-25 20:00,13.4,13.3
02-25 20:10,13.4,13.3
02-25 20:20,13.4,13.3
02-25 20:30,13.4,13.3
02-25 20:40,13.4,13.3
02-25 20:50,13.4,13.3
02-25 21:00,13.4,13.3
02-25 21:10,13.4,13.3
02-25 21:20,13.4,13.3
02-25 21:30,13.4,13.3
02-25 21:40,13.4,13.3
02-25 21:50,13.4,13.3
02-25 22:00,13.4,13.3
02-25 22:10,13.4,13.3
02-25 22:20,13.4,13.3
02-25 22:30,13.4,13.3
02-25 22:40,13.4,13.3
02-25 22:50,13.4,13.3
02-25 23:00,13.4,13.3
02-25 23:10,13.4,13.3
02-25 23:20,13.4,13.3
02-25 23:30,13.3,13.3
02-25 23:40,13.4,13.3
02-25 23:50,13.4,13.3
02-26 00:00,13.4,13.3
02-26 00:10,13.4,13.3
02-26 00:20,13.4,13.3
02-26 00:30,13.4,13.3
02-26 00:40,13.4,13.3
02-26 00:50,13.4,13.3
02-26 01:00,13.4,13.3
02-26 01:10,13.4,13.3
02-26 01:20,13.4,13.3
02-26 01:30,13.4,13.3
02-26 01:40,13.4,13.3
02-26 01:50,13.4,13.3
02-26 02:00,13.4,13.3
02-26 02:10,13.4,13.3
02-26 02:20,13.4,13.3
02-26 02:30,13.4,13.3
02-26 02:40,13.4,13.3
02-26 02:50,13.4,13.3
02-26 03:00,13.4,13.3
02-26 03:10,13.4,13.3
02-26 03:21,13.4,13.3
02-26 03:31,13.4,13.3
02-26 03:41,13.4,13.3
02-26 03:51,13.4,13.3
02-26 04:01,13.4,13.3
02-26 04:11,13.4,13.3
02-26 04:21,13.4,13.3
02-26 04:31,13.4,13.3
02-26 04:41,13.4,13.3
02-26 04:51,13.3,13.3
02-26 05:01,13.4,13.3
02-26 05:11,13.4,13.3
02-26 05:21,13.4,13.3
02-26 05:31,13.4,13.3
02-26 05:41,13.4,13.3
02-26 05:51,13.4,13.3
02-26 06:01,13.4,13.3
02-26 06:11,13.4,13.3
02-26 06:21,13.4,13.3
02-26 06:31,13.4,13.3
02-26 06:41,13.4,13.3
02-26 06:51,13.4,13.3
02-26 07:01,13.4,13.3
02-26 07:11,13.4,13.4
02-26 07:21,13.4,13.4
02-26 07:31,13.4,13.4
02-26 07:41,13.4,13.4
02-26 07:51,13.4,13.4
02-26 08:01,13.5,13.4
02-26 08:11,13.5,13.4
02-26 08:21,13.5,13.4
02-26 08:31,13.5,13.5
02-26 08:41,13.5,13.5
02-26 08:51,13.6,13.5
02-26 09:01,13.6,13.5
02-26 09:11,13.6,13.5
02-26 09:21,14.9,14.8
02-26 09:31,14.8,14.7
02-26 09:41,14.7,14.6
02-26 09:51,14.7,14.7
02-26 10:01,14.6,14.6
02-26 10:11,14.6,14.5
02-26 10:21,14.6,14.5
02-26 10:31,15.0,14.9
02-26 10:41,14.7,14.6
02-26 10:51,14.4,14.3
02-26 11:01,14.6,14.5
02-26 11:11,14.6,14.5
02-26 11:21,13.8,13.8
02-26 11:31,13.8,13.8
02-26 11:41,13.8,13.8
02-26 11:51,13.8,13.8
02-26 12:00,13.8,13.8
02-26 12:10,13.9,13.8
02-26 12:20,13.9,13.9
02-26 12:30,14.0,13.9
02-26 12:40,13.9,13.9
02-26 12:50,13.9,13.9
02-26 13:00,13.9,13.9
02-26 13:10,13.8,13.8
02-26 13:20,13.8,13.7
02-26 13:30,13.8,13.7
02-26 13:40,13.8,13.7
02-26 13:50,13.9,13.8
02-26 14:00,13.9,13.9
02-26 14:10,13.8,13.8
02-26 14:20,13.8,13.7
02-26 14:30,13.8,13.8
02-26 14:40,13.8,13.7
02-26 14:50,13.7,13.7
02-26 15:00,13.5,13.5
02-26 15:10,13.4,13.3
02-26 15:20,13.3,13.2
02-26 15:30,13.1,13.1
02-26 15:40,13.0,13.0
02-26 15:50,13.4,13.3
02-26 16:00,13.4,13.4
02-26 16:10,13.4,13.4
02-26 16:20,13.4,13.4
02-26 16:30,13.5,13.4
02-26 16:40,13.4,13.4
02-26 16:50,13.4,13.4
02-26 17:00,13.4,13.4
02-26 17:10,13.4,13.4
02-26 17:20,13.4,13.4
02-26 17:30,13.4,13.4
02-26 17:40,13.4,13.4
02-26 17:50,13.4,13.4
02-26 18:00,13.4,13.3
02-26 18:10,13.4,13.3
02-26 18:20,13.4,13.3
02-26 18:30,13.4,13.3
02-26 18:40,13.4,13.3
02-26 18:50,13.4,13.3
02-26 19:00,13.4,13.3
02-26 19:10,13.4,13.3
02-26 19:20,13.4,13.3
02-26 19:30,13.4,13.3
02-26 19:40,13.4,13.3
02-26 19:50,13.4,13.3
02-26 20:00,13.4,13.4
02-26 20:10,13.4,13.3
02-26 20:20,13.4,13.4
02-26 20:30,13.4,13.3
02-26 20:40,13.4,13.3
02-26 20:50,13.4,13.3
02-26 21:00,13.4,13.3
02-26 21:10,13.4,13.3
02-26 21:20,13.4,13.3
02-26 21:30,13.4,13.4
02-26 21:40,13.4,13.3
02-26 21:50,13.4,13.3
02-26 22:00,13.4,13.4
02-26 22:10,13.4,13.4
02-26 22:20,13.4,13.3
02-26 22:30,13.4,13.3
02-26 22:40,13.4,13.3
02-26 22:50,13.4,13.3
02-26 23:00,13.4,13.3
02-26 23:10,13.4,13.3
02-26 23:20,13.4,13.3
02-26 23:30,13.4,13.3
02-26 23:40,13.4,13.3
02-26 23:50,13.4,13.3
02-27 00:00,13.4,13.3
02-27 00:10,13.4,13.4
02-27 00:20,13.4,13.3
02-27 00:30,13.4,13.3
02-27 00:40,13.4,13.4
02-27 00:50,13.4,13.3
02-27 01:00,13.4,13.3
02-27 01:10,13.4,13.3
02-27 01:21,13.4,13.3
02-27 01:31,13.4,13.3
02-27 01:41,13.4,13.3
02-27 01:51,13.4,13.3
02-27 02:01,13.4,13.3
02-27 02:11,13.4,13.3
02-27 02:21,13.4,13.3
02-27 02:31,13.4,13.3
02-27 02:41,13.4,13.3
02-27 02:51,13.4,13.4
02-27 03:01,13.4,13.3
02-27 03:11,13.4,13.3
02-27 03:21,13.4,13.3
02-27 03:31,13.4,13.3
02-27 03:41,13.4,13.3
02-27 03:51,13.4,13.4
02-27 04:01,13.4,13.3
02-27 04:11,13.4,13.3
02-27 04:21,13.4,13.3
02-27 04:31,13.3,13.3
02-27 04:41,13.4,13.3
02-27 04:51,13.4,13.3
02-27 05:01,13.4,13.3
02-27 05:11,13.4,13.3
02-27 05:21,13.4,13.3
02-27 05:31,13.4,13.3
02-27 05:41,13.4,13.3
02-27 05:51,13.4,13.3
02-27 06:01,13.4,13.3
02-27 06:11,13.4,13.3
02-27 06:21,13.4,13.3
02-27 06:31,13.4,13.3
02-27 06:41,13.4,13.3
02-27 06:51,13.4,13.3
02-27 07:01,13.4,13.3
02-27 07:11,13.4,13.4
02-27 07:21,13.4,13.4
02-27 07:31,13.4,13.4
02-27 07:41,13.4,13.4
02-27 07:51,13.4,13.4
02-27 08:01,13.5,13.4
02-27 08:11,13.5,13.4
02-27 08:21,13.5,13.4
02-27 08:31,13.5,13.4
02-27 08:41,13.5,13.4
02-27 08:51,13.5,13.5
02-27 09:01,13.5,13.5
02-27 09:11,13.4,13.4
02-27 09:21,13.4,13.4
02-27 09:31,13.4,13.3
02-27 09:41,13.3,13.3
02-27 09:51,13.2,13.2
02-27 10:01,13.1,13.1
02-27 10:11,13.2,13.2
02-27 10:21,13.5,13.4
02-27 10:31,13.5,13.4
02-27 10:41,13.6,13.5
02-27 10:51,13.5,13.5
02-27 11:01,13.5,13.5
02-27 11:11,13.6,13.5
02-27 11:21,13.8,13.7
02-27 11:31,14.8,14.7
02-27 11:41,14.6,14.5
02-27 11:51,14.7,14.6
02-27 12:00,14.7,14.6
02-27 12:10,14.7,14.7
02-27 12:20,14.8,14.7
02-27 12:30,13.9,13.9
02-27 12:40,13.5,13.5
02-27 12:50,13.5,13.4
02-27 13:00,13.5,13.4
02-27 13:10,15.0,15.0
02-27 13:20,14.6,14.5
02-27 13:30,14.7,14.6
02-27 13:40,14.6,14.5
02-27 13:50,13.8,13.8
02-27 14:00,14.6,14.5
02-27 14:10,14.5,14.5
02-27 14:20,14.6,14.5
02-27 14:30,14.6,14.6
02-27 14:40,14.5,14.5
02-27 14:50,14.7,14.6
02-27 15:00,14.7,14.6
02-27 15:10,14.7,14.6
02-27 15:20,13.9,13.9
02-27 15:30,13.7,13.6
02-27 15:40,13.6,13.5
02-27 15:50,13.5,13.5
02-27 16:00,13.5,13.4
02-27 16:10,13.3,13.3
02-27 16:20,13.3,13.2
02-27 16:30,13.1,13.1
02-27 16:40,13.2,13.2
02-27 16:50,13.2,13.2
02-27 17:00,13.3,13.3
02-27 17:10,13.4,13.3
02-27 17:20,13.4,13.3
02-27 17:30,13.3,13.3
02-27 17:40,13.4,13.3
02-27 17:50,13.4,13.3
02-27 18:00,13.4,13.3
02-27 18:10,13.4,13.3
02-27 18:20,13.4,13.3
02-27 18:30,13.4,13.3
02-27 18:40,13.4,13.3
02-27 18:50,13.4,13.3
02-27 19:00,13.4,13.3
02-27 19:10,13.4,13.3
02-27 19:20,13.4,13.3
02-27 19:30,13.4,13.3
02-27 19:40,13.4,13.3
02-27 19:50,13.4,13.3
02-27 20:00,13.4,13.3
02-27 20:10,13.4,13.3
02-27 20:20,13.4,13.3
02-27 20:30,13.4,13.3
02-27 20:40,13.4,13.3
02-27 20:50,13.4,13.3
02-27 21:00,13.4,13.3
02-27 21:10,13.3,13.3
02-27 21:20,13.4,13.3
02-27 21:30,13.4,13.3
02-27 21:40,13.4,13.3
02-27 21:50,13.4,13.3
02-27 22:00,13.4,13.3
02-27 22:10,13.4,13.3
02-27 22:20,13.4,13.3
02-27 22:30,13.4,13.3
02-27 22:40,13.4,13.3
02-27 22:50,13.4,13.3
02-27 23:00,13.4,13.3
02-27 23:10,13.4,13.3
02-27 23:20,13.4,13.3
02-27 23:30,13.4,13.3
02-27 23:40,13.4,13.3
02-27 23:50,13.4,13.3
02-28 00:00,13.4,13.3
02-28 00:10,13.4,13.3
02-28 00:20,13.4,13.3
02-28 00:30,13.4,13.3
02-28 00:40,13.4,13.3
02-28 00:50,13.4,13.3
02-28 01:00,13.4,13.3
02-28 01:10,13.4,13.3
02-28 01:20,13.4,13.3
02-28 01:30,13.4,13.3
02-28 01:40,13.4,13.3
02-28 01:50,13.4,13.3
02-28 02:00,13.4,13.3
02-28 02:10,13.3,13.3
02-28 02:20,13.4,13.3
02-28 02:30,13.4,13.3
02-28 02:41,13.4,13.3
02-28 02:51,13.4,13.3
02-28 03:01,13.4,13.3
02-28 03:11,13.4,13.3
02-28 03:21,13.3,13.3
02-28 03:31,13.4,13.3
02-28 03:41,13.4,13.3
02-28 03:51,13.4,13.3
02-28 04:01,13.4,13.3
02-28 04:11,13.4,13.3
02-28 04:21,13.4,13.3
02-28 04:31,13.4,13.3
02-28 04:41,13.4,13.3
02-28 04:51,13.4,13.3
02-28 05:01,13.4,13.3
02-28 05:11,13.4,13.3
02-28 05:21,13.4,13.3
02-28 05:31,13.4,13.3
02-28 05:41,13.4,13.3
02-28 05:51,13.4,13.3
02-28 06:01,13.4,13.3
02-28 06:11,13.3,13.3
02-28 06:21,13.4,13.3
02-28 06:31,13.4,13.3
02-28 06:41,13.4,13.3
02-28 06:51,13.4,13.3
02-28 07:01,13.4,13.3
02-28 07:11,13.4,13.3
02-28 07:21,13.4,13.3
02-28 07:31,13.4,13.3
02-28 07:41,13.4,13.4
02-28 07:51,13.4,13.4
02-28 08:01,13.4,13.4
02-28 08:11,13.4,13.4
02-28 08:21,13.5,13.4
02-28 08:31,13.5,13.4
02-28 08:41,13.5,13.5
02-28 08:51,13.5,13.5
02-28 09:01,13.5,13.5
02-28 09:11,13.6,13.5
02-28 09:21,13.5,13.5
02-28 09:31,13.3,13.3
02-28 09:41,13.2,13.2
02-28 09:51,13.2,13.1
02-28 10:01,13.3,13.2
02-28 10:11,13.3,13.2
02-28 10:21,13.3,13.3
02-28 10:31,14.9,14.9
02-28 10:41,14.9,14.9
02-28 10:51,14.9,14.9
02-28 11:01,14.8,14.7
02-28 11:11,14.8,14.7
02-28 11:21,14.9,14.8
02-28 11:31,14.8,14.8
02-28 11:41,14.9,14.9
02-28 11:51,14.8,14.8
02-28 12:00,14.7,14.7
02-28 12:10,14.8,14.7
02-28 12:20,14.9,14.8
02-28 12:30,13.8,13.8
02-28 12:40,13.9,13.9
02-28 12:50,13.9,13.9
02-28 13:00,13.7,13.7
02-28 13:10,13.9,13.9
02-28 13:20,13.9,13.9
02-28 13:30,13.9,13.8
02-28 13:40,14.0,13.9
02-28 13:50,14.1,14.0
02-28 14:00,14.0,14.0
02-28 14:10,13.8,13.8
02-28 14:20,13.8,13.7
02-28 14:30,14.3,14.2
02-28 14:40,14.0,14.0
02-28 14:50,13.9,13.8
02-28 15:00,14.1,14.0
02-28 15:10,13.9,13.9
02-28 15:20,13.7,13.7
02-28 15:30,13.5,13.4
02-28 15:40,13.6,13.5
02-28 15:50,13.5,13.5
02-28 16:00,13.4,13.4
02-28 16:10,13.3,13.3
02-28 16:20,13.2,13.2
02-28 16:30,13.1,13.0
02-28 16:40,13.2,13.2
02-28 16:50,13.4,13.3
02-28 17:00,13.4,13.3
02-28 17:10,13.4,13.3
02-28 17:20,13.4,13.3
02-28 17:30,13.4,13.3
02-28 17:40,13.4,13.3
02-28 17:50,13.4,13.3
02-28 18:00,13.4,13.3
02-28 18:10,13.3,13.3
02-28 18:20,13.3,13.3
02-28 18:30,13.4,13.3
02-28 18:40,13.4,13.3
02-28 18:50,13.3,13.3
02-28 19:00,13.4,13.3
02-28 19:10,13.4,13.3
02-28 19:20,13.4,13.3
02-28 19:30,13.4,13.3
02-28 19:40,13.4,13.3
02-28 19:50,13.4,13.3
02-28 20:00,13.4,13.3
02-28 20:10,13.4,13.3
02-28 20:20,13.4,13.3
02-28 20:30,13.4,13.3
02-28 20:40,13.4,13.3
02-28 20:50,13.3,13.3
02-28 21:00,13.3,13.3
02-28 21:10,13.3,13.3
02-28 21:20,13.3,13.3
02-28 21:30,13.3,13.3
02-28 21:40,13.3,13.3
02-28 21:50,13.3,13.3
02-28 22:00,13.3,13.3
02-28 22:10,13.3,13.3
02-28 22:20,13.3,13.3
02-28 22:30,13.3,13.3
02-28 22:40,13.3,13.3
02-28 22:50,13.3,13.3
02-28 23:00,13.3,13.3
02-28 23:10,13.3,13.3
02-28 23:20,13.3,13.3
02-28 23:30,13.3,13.3
02-28 23:40,13.3,13.3
02-28 23:50,13.3,13.3
03-01 00:00,13.3,13.3
03-01 00:10,13.3,13.3
03-01 00:20,13.4,13.3
03-01 00:30,13.3,13.3
03-01 00:40,13.3,13.3
03-01 00:50,13.3,13.3
03-01 01:00,13.3,13.3
03-01 01:10,13.3,13.3
03-01 01:20,13.3,13.3
03-01 01:30,13.4,13.3
03-01 01:40,13.4,13.3
03-01 01:50,13.3,13.3
03-01 02:00,13.4,13.3
03-01 02:10,13.3,13.3
03-01 02:21,13.4,13.3
03-01 02:31,13.4,13.3
03-01 02:41,13.3,13.3
03-01 02:51,13.3,13.3
03-01 03:01,13.4,13.3
03-01 03:11,13.4,13.3
03-01 03:21,13.3,13.3
03-01 03:31,13.4,13.3
03-01 03:41,13.3,13.3
03-01 03:51,13.3,13.3
03-01 04:01,13.3,13.3
03-01 04:11,13.3,13.3
03-01 04:21,13.3,13.3
03-01 04:31,13.3,13.3
03-01 04:41,13.3,13.3
03-01 04:51,13.3,13.3
03-01 05:01,13.3,13.3
03-01 05:11,13.3,13.3
03-01 05:21,13.3,13.3
03-01 05:31,13.3,13.3
03-01 05:41,13.3,13.3
03-01 05:51,13.3,13.3
03-01 06:01,13.3,13.3
03-01 06:11,13.4,13.3
03-01 06:21,13.3,13.3
03-01 06:31,13.3,13.3
03-01 06:41,13.3,13.3
03-01 06:51,13.3,13.3
03-01 07:01,13.3,13.3
03-01 07:11,13.3,13.3
03-01 07:21,13.4,13.3
03-01 07:31,13.4,13.3
03-01 07:41,13.4,13.4
03-01 07:51,13.4,13.4
03-01 08:01,13.4,13.3
03-01 08:11,13.4,13.4
03-01 08:21,13.5,13.4
03-01 08:31,13.5,13.4
03-01 08:41,13.5,13.5
03-01 08:51,13.7,13.6
03-01 09:01,13.5,13.4
03-01 09:11,13.4,13.3
03-01 09:21,13.6,13.6
03-01 09:31,14.6,14.5
03-01 09:41,14.7,14.6
03-01 09:51,14.6,14.6
03-01 10:01,14.5,14.4
03-01 10:11,14.6,14.5
03-01 10:21,14.6,14.6
03-01 10:31,14.6,14.6
03-01 10:41,14.5,14.5
03-01 10:51,14.4,14.4
03-01 11:01,14.4,14.4
03-01 11:11,14.5,14.4
03-01 11:21,14.6,14.5
