Time, Temp C, Humidity %
03-07 15:02,13,26
03-07 15:02,13,27
03-07 15:02,13,27
03-07 15:02,13,26
03-07 15:02,13,27
03-07 15:02,13,27
03-07 15:02,11,27
03-07 15:02,11,27
03-07 15:02,13,26
03-07 15:02,13,27
03-07 15:02,11,27
03-07 15:02,13,26
03-07 15:02,11,26
03-07 15:02,11,27
03-07 15:02,13,27
03-07 15:02,11,27
03-07 15:02,11,27
03-07 15:02,13,26
03-07 15:02,11,26
03-07 15:02,13,26
03-07 15:02,11,30
03-07 15:02,11,26
03-07 15:02,11,26
03-07 15:02,11,27
03-07 15:02,11,27
03-07 15:02,13,27
03-07 15:02,11,27
03-07 15:02,11,27
03-07 15:02,13,26
03-07 15:02,13,27
03-07 15:02,13,27
03-07 15:02,13,27
03-07 15:02,11,26
03-07 15:02,11,27
03-07 15:02,11,26
03-07 15:02,13,27
03-07 15:02,13,27
03-07 15:02,11,27
03-07 15:02,11,27
03-07 15:02,11,26
03-07 15:02,11,28
03-07 15:02,11,27
03-07 15:02,11,27
03-07 15:02,13,27
03-07 15:02,11,26
03-07 15:02,13,27
03-07 15:02,11,27
03-07 15:02,10,26
03-07 15:02,13,27
03-07 15:02,13,27
03-07 15:02,13,27
03-07 15:02,13,27
03-07 15:02,13,27
03-07 15:02,11,28
03-07 15:02,11,27
03-07 15:02,11,27
03-07 15:02,11,26
03-07 15:02,11,27
03-07 15:02,11,26
03-07 15:02,13,26
03-07 15:03,13,26
03-07 15:03,11,28
03-07 15:03,13,27
03-07 15:03,13,26
03-07 15:03,11,27
03-07 15:03,11,26
03-07 15:03,13,27
03-07 15:03,11,25
03-07 15:03,11,26
03-07 15:03,13,27
03-07 15:03,11,26
03-07 15:03,11,26
03-07 15:03,13,26
03-07 15:03,11,27
03-07 15:03,13,26
03-07 15:03,11,27
03-07 15:03,11,26
03-07 15:03,13,26
03-07 15:03,11,27
03-07 15:03,11,27
03-07 15:03,11,28
03-07 15:03,11,27
03-07 15:03,11,27
03-07 15:03,11,26
03-07 15:03,11,26
03-07 15:03,11,26
03-07 15:03,11,27
03-07 15:03,11,26
03-07 15:03,13,26
03-07 15:03,11,27
03-07 15:03,11,27
03-07 15:03,11,26
03-07 15:03,11,26
03-07 15:03,11,27
03-07 15:03,11,26
03-07 15:03,11,26
03-07 15:03,11,27
03-07 15:03,11,26
03-07 15:03,11,26
03-07 15:03,11,27
03-07 15:03,13,26
03-07 15:03,13,26
03-07 15:03,13,26
03-07 15:03,11,27
03-07 15:03,13,27
03-07 15:03,11,27
03-07 15:03,13,27
03-07 15:03,11,27
03-07 15:03,11,26
03-07 15:03,11,24
03-07 15:03,13,27
03-07 15:03,11,28
03-07 15:03,13,27
03-07 15:03,11,27
03-07 15:03,13,26
03-07 15:03,11,26
03-07 15:03,11,26
03-07 15:03,11,27
03-07 15:03,13,26
03-07 15:03,11,26
03-07 15:03,13,26
03-07 15:03,13,26
03-07 15:03,13,27
03-07 15:03,11,27
03-07 15:03,13,26
03-07 15:03,11,26
03-07 15:03,11,25
03-07 15:03,11,26
03-07 15:03,13,26
03-07 15:03,11,26
03-07 15:03,11,26
03-07 15:03,13,26
03-07 15:04,11,26
03-07 15:04,13,26
03-07 15:04,11,26
03-07 15:04,11,26
03-07 15:04,11,26
03-07 15:04,11,26
03-07 15:04,11,26
03-07 15:04,11,26
03-07 15:04,11,26
03-07 15:04,11,26
03-07 15:04,11,27
03-07 15:04,11,26
03-07 15:04,11,26
03-07 15:04,13,27
03-07 15:04,11,26
03-07 15:04,11,27
03-07 15:04,11,26
03-07 15:04,11,26
03-07 15:04,11,25
03-07 15:04,13,26
03-07 15:04,11,26
03-07 15:04,11,27
03-07 15:04,11,26
03-07 15:04,11,26
03-07 15:04,13,26
03-07 15:04,11,26
03-07 15:04,11,26
03-07 15:04,13,27
03-07 15:04,11,26
03-07 15:04,11,26
03-07 15:04,11,26
03-07 15:04,11,27
03-07 15:04,13,26
03-07 15:04,11,27
03-07 15:04,11,26
03-07 15:04,11,26
03-07 15:04,11,27
03-07 15:04,11,27
03-07 15:04,11,26
03-07 15:04,11,26
03-07 15:04,11,26
03-07 15:04,11,26
03-07 15:04,11,26
03-07 15:04,11,24
03-07 15:04,11,26
03-07 15:04,13,25
03-07 15:04,13,26
03-07 15:04,11,26
03-07 15:04,13,27
03-07 15:04,11,26
03-07 15:04,11,26
03-07 15:04,11,27
03-07 15:04,11,26
03-07 15:04,11,27
03-07 15:04,11,27
03-07 15:04,13,26
03-07 15:04,13,26
03-07 15:04,11,26
03-07 15:04,11,26
03-07 15:04,11,26
03-07 15:04,11,27
03-07 15:04,11,26
03-07 15:04,11,26
03-07 15:04,11,26
03-07 15:04,11,26
03-07 15:04,13,26
03-07 15:04,11,26
03-07 15:04,11,26
03-07 15:04,11,26
03-07 15:04,13,26
03-07 15:04,11,26
03-07 15:04,11,26
03-07 15:04,11,24
03-07 15:04,11,26
03-07 15:04,11,26
03-07 15:04,11,27
03-07 15:04,11,26
03-07 15:04,11,26
03-07 15:04,11,26
03-07 15:04,13,26
03-07 15:04,11,26
03-07 15:04,11,26
03-07 15:04,11,26
03-07 15:04,11,27
03-07 15:04,11,26
03-07 15:04,11,26
03-07 15:05,11,26
03-07 15:05,11,27
03-07 15:05,11,26
03-07 15:05,9,26
03-07 15:05,11,24
03-07 15:05,11,26
03-07 15:05,12,26
03-07 15:05,9,25
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,27
03-07 15:05,11,25
03-07 15:05,11,28
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,12,26
03-07 15:05,11,25
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,28
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,13,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,27
03-07 15:05,12,26
03-07 15:05,11,27
03-07 15:05,11,25
03-07 15:05,11,25
03-07 15:05,11,27
03-07 15:05,9,26
03-07 15:05,11,26
03-07 15:05,13,26
03-07 15:05,11,26
03-07 15:05,12,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:05,11,26
03-07 15:06,11,26
03-07 15:06,11,26
03-07 15:06,9,26
03-07 15:06,11,26
03-07 15:06,11,26
03-07 15:06,11,26
03-07 15:06,11,26
03-07 15:06,11,26
03-07 15:06,11,26
03-07 15:06,11,26
03-07 15:06,11,26
03-07 15:06,11,26
03-07 15:06,13,26
03-07 15:06,11,26
03-07 15:06,11,26
03-07 15:06,12,26
03-07 15:06,13,25
03-07 15:06,11,26
03-07 15:06,11,26
03-07 15:06,11,25
03-07 15:06,11,26
03-07 15:06,11,26
03-07 15:06,11,27
03-07 15:06,11,26
03-07 15:06,14,26
03-07 15:06,11,25
03-07 15:06,11,26
03-07 15:06,11,26
03-07 15:06,11,25
03-07 15:06,11,26
03-07 15:06,12,26
03-07 15:06,11,26
03-07 15:06,11,25
03-07 15:06,11,25
03-07 15:06,11,25
03-07 15:06,11,26
03-07 15:06,11,26
03-07 15:06,11,26
03-07 15:06,12,26
03-07 15:06,12,26
03-07 15:06,11,26
03-07 15:06,12,26
03-07 15:06,12,26
03-07 15:06,11,25
03-07 15:06,11,25
03-07 15:06,11,25
03-07 15:06,11,26
03-07 15:06,11,26
03-07 15:06,13,26
03-07 15:06,11,26
03-07 15:06,12,26
03-07 15:06,12,26
03-07 15:06,11,27
03-07 15:06,12,27
03-07 15:06,13,26
03-07 15:06,12,26
03-07 15:06,11,25
03-07 15:06,11,24
03-07 15:06,11,26
03-07 15:06,12,26
03-07 15:06,11,26
03-07 15:07,11,26
03-07 15:07,12,25
03-07 15:07,12,26
03-07 15:07,13,26
03-07 15:07,11,26
03-07 15:07,12,25
03-07 15:07,12,26
03-07 15:07,11,26
03-07 15:07,11,26
03-07 15:07,11,25
03-07 15:07,11,26
03-07 15:07,11,26
03-07 15:07,14,26
03-07 15:07,11,26
03-07 15:07,12,28
03-07 15:07,11,26
03-07 15:07,11,25
03-07 15:07,11,26
03-07 15:07,11,26
03-07 15:07,11,26
03-07 15:07,11,26
03-07 15:07,11,26
03-07 15:07,11,25
03-07 15:07,11,25
03-07 15:07,11,26
03-07 15:07,11,26
03-07 15:07,11,27
03-07 15:07,13,26
03-07 15:07,12,25
03-07 15:07,11,26
03-07 15:07,11,26
03-07 15:07,9,26
03-07 15:07,11,26
03-07 15:07,11,26
03-07 15:07,11,25
03-07 15:07,11,25
03-07 15:07,11,26
03-07 15:07,11,26
03-07 15:07,11,26
03-07 15:07,11,26
03-07 15:07,11,27
03-07 15:07,11,26
03-07 15:07,14,26
03-07 15:07,11,26
03-07 15:07,13,26
03-07 15:07,11,26
03-07 15:07,11,25
03-07 15:07,11,25
03-07 15:07,11,25
03-07 15:07,11,26
03-07 15:07,11,26
03-07 15:07,11,25
03-07 15:07,12,25
03-07 15:07,11,26
03-07 15:07,11,25
03-07 15:07,11,26
03-07 15:07,11,26
03-07 15:07,11,26
03-07 15:07,11,26
03-07 15:07,11,26
03-07 15:08,12,26
03-07 15:08,13,26
03-07 15:18,11,25
03-07 15:28,12,25
03-07 15:38,12,25
03-07 15:48,12,25
03-07 15:58,12,26
03-07 16:08,12,24
03-07 16:18,12,24
03-07 16:28,11,25
03-07 16:38,13,24
03-07 16:48,12,24
03-07 16:58,10,26
03-07 17:08,11,23
03-07 17:18,10,24
03-07 17:28,10,24
03-07 17:38,11,24
03-07 17:48,10,24
03-07 17:58,11,24
03-07 17:58,9,24
03-08 12:00,0,25
03-08 12:10,1,25
03-08 12:20,1,25
03-08 12:30,1,25
03-08 12:40,1,26
03-08 12:50,1,26
03-08 13:00,1,26
03-08 13:10,1,25
03-08 13:20,2,25
03-08 13:30,1,25
03-08 13:40,2,25
03-08 13:50,2,25
03-08 14:00,2,24
03-08 14:10,2,22
03-08 14:20,2,24
03-08 14:30,2,24
03-08 14:40,2,24
03-08 14:50,2,25
03-08 15:00,2,24
03-08 15:10,2,24
03-08 15:20,2,24
03-08 15:30,2,25
03-08 15:40,1,26
03-08 15:50,2,27
03-08 16:00,2,26
03-08 16:10,3,26
03-08 16:20,3,26
03-08 16:30,3,26
03-08 16:40,3,25
03-08 16:50,3,25
03-08 17:00,3,25
03-08 17:10,3,26
03-08 17:20,3,26
03-08 17:30,2,25
03-08 17:40,2,25
03-08 17:50,2,25
03-08 18:00,2,25
03-08 18:10,2,25
03-08 18:20,2,28
03-08 18:30,2,25
03-08 18:40,2,25
03-08 18:50,2,25
03-08 19:00,1,25
03-08 19:10,2,25
03-08 19:20,1,24
03-08 19:30,2,28
03-08 19:40,2,25
03-08 19:50,1,25
03-08 20:00,1,25
03-08 20:10,1,25
03-08 20:20,1,25
03-08 20:30,1,25
03-08 20:40,1,25
03-08 20:50,1,25
03-08 21:00,1,25
03-08 21:10,1,27
03-08 21:20,1,24
03-08 21:30,1,27
03-08 21:40,1,29
03-08 21:50,1,24
03-08 22:00,3,25
03-08 22:10,0,25
03-08 22:20,5,25
03-08 22:30,1,25
03-08 22:40,1,25
03-08 22:50,1,25
03-08 23:00,0,25
03-08 23:10,0,25
03-08 23:20,2,25
03-08 23:30,4,24
03-08 23:40,0,23
03-08 23:50,2,26
03-09 00:00,0,23
03-09 00:10,0,25
03-09 00:20,4,25
03-09 00:30,0,24
03-09 00:40,0,25
03-09 00:51,0,25
03-09 01:01,2,25
03-09 01:11,2,26
03-09 01:21,4,26
03-09 01:31,0,25
03-09 01:41,4,25
03-09 01:51,0,25
03-09 02:01,0,25
03-09 02:11,2,27
03-09 02:21,0,24
03-09 02:31,4,23
03-09 02:41,0,25
03-09 02:51,2,25
03-09 03:01,0,27
03-09 03:11,2,27
03-09 03:21,0,25
03-09 03:31,0,25
03-09 03:41,4,25
03-09 03:51,3,26
03-09 04:01,4,25
03-09 04:11,4,25
03-09 04:21,0,26
03-09 04:31,1,25
03-09 04:41,3,25
03-09 04:51,0,25
03-09 05:01,1,25
03-09 05:11,0,25
03-09 05:21,0,25
03-09 05:31,0,24
03-09 05:41,2,25
03-09 05:51,3,25
03-09 06:01,1,25
03-09 06:11,3,25
03-09 06:21,1,25
03-09 06:31,3,25
03-09 06:41,2,25
03-09 06:51,4,25
03-09 07:01,0,25
03-09 07:11,1,24
03-09 07:21,2,25
03-09 07:31,0,24
03-09 07:41,0,25
03-09 07:51,0,25
03-09 08:01,2,25
03-09 08:11,0,25
03-09 08:21,0,25
03-09 08:31,2,25
03-09 08:41,4,25
03-09 08:51,2,25
03-09 09:01,0,25
03-09 09:11,1,26
03-09 09:21,1,26
03-09 09:31,1,26
03-09 09:41,2,25
03-09 09:51,1,27
03-09 10:01,2,25
03-09 10:11,2,27
03-09 10:21,3,25
03-09 10:31,2,27
03-09 10:41,2,29
03-09 10:51,3,27
03-09 11:01,3,28
03-09 11:11,3,29
03-09 11:21,4,39
03-09 11:31,13,41
03-09 11:41,13,43
03-09 11:51,15,37
03-09 12:00,13,40
03-09 12:10,18,39
03-09 12:20,18,39
03-09 12:30,18,38
03-09 12:40,18,37
03-09 12:50,18,36
03-09 13:00,18,36
03-09 13:10,18,36
03-09 13:20,17,36
03-09 13:30,17,35
03-09 13:40,18,35
03-09 13:50,17,33
03-09 14:00,19,37
03-09 14:10,20,37
03-09 14:20,20,37
03-09 14:30,20,36
03-09 14:40,19,37
03-09 14:50,21,38
03-09 15:00,24,36
03-09 15:10,24,36
03-09 15:20,23,36
03-09 15:30,24,36
03-09 15:40,23,36
03-09 15:50,21,35
03-09 16:00,23,35
03-09 16:10,24,37
03-09 16:20,22,35
03-09 16:30,23,34
03-09 16:40,23,33
03-09 16:50,22,34
03-09 17:02,24,34
03-09 17:02,23,35
03-09 17:02,23,34
03-09 17:03,23,34
03-09 17:03,26,34
03-09 17:03,24,35
03-09 17:03,23,34
03-09 17:03,26,35
03-09 17:03,24,34
03-09 17:03,26,34
03-09 17:03,25,31
03-09 17:04,24,34
03-09 17:04,24,34
03-09 17:04,26,35
03-09 17:04,23,34
03-09 17:04,24,34
03-09 17:04,23,34
03-09 17:04,23,34
03-09 17:04,23,34
03-09 17:04,23,36
03-09 17:14,24,32
03-09 17:24,23,32
03-09 17:34,23,32
03-09 17:44,22,31
03-09 17:54,22,33
03-09 18:04,21,34
03-09 18:14,23,34
03-09 18:24,21,34
03-09 18:34,22,31
03-09 18:44,20,31
03-09 18:54,21,34
03-09 19:04,21,32
03-09 19:14,20,33
03-09 19:24,21,34
03-09 19:34,21,34
03-09 19:44,21,34
03-09 19:54,20,35
03-09 20:04,20,35
03-09 20:14,21,35
03-09 20:24,21,34
03-09 20:34,22,34
03-09 20:44,20,34
03-09 20:54,21,35
03-10 12:00,12,41
03-10 12:10,13,41
03-10 12:20,14,40
03-10 12:30,14,40
03-10 12:40,14,40
03-11 12:00,20,32
03-11 12:10,21,35
03-11 12:20,21,31
03-11 12:30,20,33
03-11 12:40,21,29
03-11 12:50,22,31
03-11 13:00,22,32
03-12 14:06,20,34
03-12 14:16,19,33
03-12 14:26,20,29
03-12 14:36,20,27
03-12 14:46,21,27
03-12 14:56,21,27
03-12 15:06,19,27
03-12 15:16,21,26
03-12 15:26,21,26
03-12 15:36,21,27
03-12 15:46,21,26
03-12 15:56,20,26
03-12 16:06,20,26
03-12 16:16,19,25
03-12 16:26,19,25
03-12 16:36,18,26
03-12 16:46,19,26
03-12 16:56,19,25
03-12 17:06,18,24
03-12 17:16,20,24
03-12 17:26,19,24
03-12 17:36,19,24
03-12 17:46,18,23
03-12 17:56,17,24
03-12 18:06,17,24
03-12 18:16,16,25
03-12 18:26,16,23
03-12 18:36,17,24
03-12 18:46,19,23
03-12 18:56,18,24
03-12 19:06,16,24
03-12 19:16,16,25
03-12 19:26,15,24
03-12 19:36,15,24
03-12 19:46,17,23
03-12 19:56,16,24
03-12 20:06,16,22
03-12 20:16,16,24
03-12 20:26,18,24
03-12 20:36,15,25
03-12 20:46,15,25
03-12 20:56,17,23
03-12 21:06,14,24
03-12 21:16,16,21
03-12 21:27,15,24
03-12 21:37,15,24
03-12 21:47,15,24
03-12 21:57,15,23
03-12 22:07,16,22
03-12 22:17,15,24
03-12 22:27,15,24
03-12 22:38,15,24
03-12 22:48,15,24
03-12 22:58,14,23
03-12 23:08,15,24
03-12 23:18,15,25
03-12 23:28,14,27
03-12 23:38,15,25
03-12 23:49,15,25
03-12 23:59,14,25
03-13 00:09,14,26
03-13 00:19,14,25
03-13 00:29,14,24
03-13 00:39,16,25
03-13 00:49,16,24
03-13 01:00,16,24
03-13 01:10,14,24
03-13 01:20,16,24
03-13 01:30,14,25
03-13 01:40,16,26
03-13 01:50,14,25
03-13 02:00,13,24
03-13 02:11,16,24
03-13 02:21,16,24
03-13 02:31,16,24
03-13 02:41,14,24
03-13 02:51,14,24
03-13 03:01,16,24
03-13 03:11,16,24
03-13 03:22,15,25
03-13 03:32,16,24
03-13 03:42,16,24
03-13 03:52,15,24
03-13 04:02,16,24
03-13 04:12,15,24
03-13 04:22,13,24
03-13 04:33,15,25
03-13 04:43,13,24
03-13 04:53,14,25
03-13 05:03,13,24
03-13 05:13,15,24
03-13 05:23,14,26
03-13 05:33,14,25
03-13 05:44,14,25
03-13 05:54,14,25
03-13 06:00,15,25
03-13 06:10,15,24
03-13 06:20,13,24
03-13 06:30,15,24
03-13 06:40,14,25
03-13 06:51,14,24
03-13 07:01,14,24
03-13 07:11,13,24
03-13 07:21,14,24
03-13 07:31,13,24
03-13 07:41,15,23
03-13 07:51,14,25
03-13 08:02,14,24
03-13 08:12,14,24
03-13 08:22,14,24
03-13 08:32,14,26
03-13 08:42,14,24
03-13 08:52,14,26
03-13 09:02,14,24
03-13 09:12,15,23
03-13 09:23,15,25
03-13 09:33,13,23
03-13 09:43,15,24
03-13 09:53,15,24
03-13 10:03,14,23
03-13 10:13,14,23
03-13 10:23,16,24
03-13 10:34,15,25
03-13 10:44,16,24
03-13 10:54,15,24
03-13 11:04,15,21
03-13 11:14,16,23
03-13 11:24,17,24
03-13 11:34,18,26
03-13 11:44,18,26
03-13 11:54,18,25
03-13 12:00,19,25
03-13 12:10,19,22
03-13 12:20,19,24
03-13 12:30,19,22
03-13 12:40,20,23
03-13 12:50,18,22
03-13 13:00,20,22
03-13 13:10,20,22
03-13 13:20,18,22
03-13 13:30,19,22
03-13 13:40,18,22
03-13 13:50,18,22
03-13 14:00,17,22
03-13 14:10,18,22
03-13 14:20,17,22
03-13 14:30,19,23
03-13 14:40,17,22
03-13 14:50,19,24
03-13 15:00,20,23
03-13 15:10,19,22
03-13 15:20,19,23
03-13 15:30,17,23
03-13 15:40,20,23
03-13 15:50,20,21
03-13 16:00,19,24
03-13 16:10,19,23
03-13 16:20,19,24
03-13 16:30,17,23
03-13 16:40,16,22
03-13 16:50,16,23
03-13 17:00,18,23
03-13 17:10,17,22
03-13 17:20,17,22
03-13 17:30,16,23
03-13 17:40,16,22
03-13 17:50,15,21
03-13 18:00,15,20
03-13 18:10,17,21
03-13 18:20,16,22
03-13 18:30,16,21
03-13 18:40,15,25
03-13 18:50,14,21
03-13 19:00,13,22
03-13 19:10,16,22
03-13 19:20,13,21
03-13 19:30,15,22
03-13 19:40,14,21
03-13 19:50,14,22
03-13 20:00,13,23
03-13 20:10,13,22
03-13 20:20,15,22
03-13 20:30,15,22
03-13 20:40,14,22
03-13 20:51,13,23
03-13 21:01,13,22
03-13 21:11,12,23
03-13 21:21,13,22
03-13 21:31,13,20
03-13 21:41,12,23
03-13 21:51,14,21
03-13 22:02,14,22
03-13 22:12,12,21
03-13 22:22,13,22
03-13 22:32,14,21
03-13 22:42,11,21
03-13 22:52,11,22
03-13 23:02,13,21
03-13 23:12,11,24
03-13 23:23,13,21
03-13 23:33,12,22
03-13 23:43,12,21
03-13 23:53,11,22
03-14 00:03,11,20
03-14 00:13,12,20
03-14 00:23,10,21
03-14 00:33,12,19
03-14 00:43,10,21
03-14 00:53,10,21
03-14 01:03,10,22
03-14 01:13,8,21
03-14 01:23,10,20
03-14 01:33,9,21
03-14 01:43,8,20
03-14 01:53,9,23
03-14 02:03,8,24
03-14 02:13,10,21
03-14 02:23,8,18
03-14 02:33,7,22
03-14 02:43,7,21
03-14 02:53,8,22
03-14 03:03,7,23
03-14 03:13,6,23
03-14 03:23,6,23
03-14 03:33,6,24
03-14 03:43,8,24
03-14 03:53,7,24
03-14 04:03,5,23
03-14 04:13,7,25
03-14 04:23,6,23
03-14 04:33,9,22
03-14 04:43,6,23
03-14 04:53,8,21
03-14 05:03,7,22
03-14 05:13,8,21
03-14 05:23,7,20
03-14 05:33,6,22
03-14 05:43,4,23
03-14 05:53,5,24
03-14 06:03,4,24
03-14 06:13,3,23
03-14 06:23,3,26
03-14 06:33,6,24
03-14 06:43,5,24
03-14 06:53,3,23
03-14 07:03,5,24
03-14 07:13,5,24
03-14 07:23,6,23
03-14 07:33,6,23
03-14 07:43,6,24
03-14 07:53,7,24
03-14 08:03,6,24
03-14 08:13,7,24
03-14 08:23,7,24
03-14 08:33,5,25
03-14 08:43,7,26
03-14 08:53,6,25
03-14 09:03,8,25
03-14 09:13,9,24
03-14 09:23,8,27
03-14 09:33,10,24
03-14 09:43,9,24
03-14 09:53,10,25
03-14 10:03,10,24
03-14 10:13,14,24
03-14 10:23,15,25
03-14 10:33,15,22
03-14 10:43,16,21
03-14 10:53,16,21
03-14 11:04,16,22
03-14 11:14,18,22
03-14 11:24,18,22
03-14 11:34,20,20
03-14 11:44,18,25
03-14 11:54,21,25
03-14 12:00,21,22
03-14 12:10,23,22
03-15 12:00,7,24
03-15 12:10,9,23
03-15 12:20,10,23
03-15 12:30,10,25
03-15 12:40,11,25
03-15 12:50,10,21
03-15 13:00,10,24
03-15 13:10,11,21
03-15 13:20,9,20
03-15 13:30,12,22
03-15 13:40,9,21
03-15 13:50,10,22
03-15 14:00,12,22
03-15 14:10,10,23
03-15 14:20,10,22
03-15 14:30,10,22
03-15 14:40,10,22
03-15 14:50,10,22
03-15 15:00,10,22
03-15 15:10,11,22
03-15 15:20,10,23
03-15 15:30,11,22
03-15 15:40,10,22
03-15 15:50,10,21
03-15 16:00,10,21
03-15 16:10,12,22
03-15 16:20,12,22
03-15 16:30,9,23
03-15 16:40,9,20
03-15 16:50,9,22
03-15 17:00,11,22
03-15 17:10,11,21
03-15 17:20,11,22
03-15 17:30,11,21
03-15 17:40,9,21
03-15 17:50,9,21
03-15 18:00,8,21
03-15 18:10,8,21
03-15 18:20,8,23
03-15 18:30,10,24
03-15 18:40,10,23
03-15 18:50,9,21
03-15 19:00,11,23
03-15 19:10,7,21
03-15 19:20,9,23
03-15 19:30,9,24
03-15 19:40,9,24
03-15 19:50,10,23
03-15 20:00,8,26
03-15 20:10,8,25
03-15 20:20,8,23
03-15 20:30,10,25
03-15 20:40,8,27
03-15 20:50,8,26
03-15 21:00,8,27
03-15 21:10,8,26
03-15 21:20,8,26
03-15 21:30,9,26
03-15 21:40,9,24
03-15 21:50,10,24
03-15 22:00,10,25
03-15 22:10,10,23
03-15 22:20,10,23
03-15 22:30,9,24
03-15 22:40,10,23
03-15 22:50,7,23
03-15 23:00,8,23
03-15 23:10,10,22
03-15 23:20,10,23
03-15 23:30,9,23
03-15 23:40,8,23
03-15 23:50,10,22
03-16 00:00,8,23
03-16 00:10,11,23
03-16 00:20,10,23
03-16 00:30,9,23
03-16 00:40,10,23
03-16 00:50,10,23
03-16 01:00,10,22
03-16 01:10,9,21
03-16 01:20,9,25
03-16 01:30,10,24
03-16 01:41,10,23
03-16 01:51,10,26
03-16 02:01,11,24
03-16 02:11,10,23
03-16 02:21,9,23
03-16 02:31,11,22
03-16 02:41,11,22
03-16 02:51,9,22
03-16 03:01,9,23
03-16 03:11,9,22
03-16 03:21,11,23
03-16 03:31,9,22
03-16 03:41,10,21
03-16 03:51,10,22
03-16 04:01,12,21
03-16 04:11,10,24
03-16 04:21,10,23
03-16 04:31,11,23
03-16 04:41,12,24
03-16 04:51,9,21
03-16 05:01,10,22
03-16 05:11,10,22
03-16 05:21,12,23
03-16 05:31,10,20
03-16 05:41,12,23
03-16 05:51,12,22
03-16 06:01,11,21
03-16 06:11,10,21
03-16 06:21,12,22
03-16 06:31,10,22
03-16 06:41,10,23
03-16 06:51,10,23
03-16 07:01,10,20
03-16 07:11,11,23
03-16 07:21,12,24
03-16 07:31,10,23
03-16 07:41,12,21
03-16 07:51,10,23
03-16 08:01,10,22
03-16 08:11,10,23
03-16 08:21,11,22
03-16 08:31,11,23
03-16 08:41,11,23
03-16 08:51,11,19
03-16 09:01,11,23
03-16 09:11,12,22
03-16 09:21,11,23
03-16 09:31,12,22
03-16 09:41,12,21
03-16 09:51,10,22
03-16 10:01,11,23
03-16 10:11,14,21
03-16 10:21,13,23
03-16 10:31,14,24
03-16 10:41,14,24
03-16 10:51,15,22
03-16 11:01,15,24
03-16 11:11,13,24
03-16 11:21,13,24
03-16 11:31,13,21
03-16 11:41,13,25
03-16 11:51,14,24
03-16 12:00,14,20
03-16 12:10,13,22
03-16 12:20,15,24
03-16 12:30,15,23
03-16 12:40,15,22
03-17 12:00,21,23
03-17 12:10,21,23
03-17 12:20,22,22
03-17 12:30,22,22
03-17 12:40,21,22
03-17 12:50,23,22
03-17 13:00,24,22
03-17 13:10,24,21
03-17 13:20,24,21
03-17 13:30,24,21
03-17 13:40,24,21
03-17 13:50,24,21
03-17 14:00,22,21
03-17 14:10,23,21
03-17 14:20,23,22
03-17 14:30,22,20
03-17 14:40,21,21
03-17 14:50,21,20
03-17 15:00,22,21
03-17 15:10,22,21
03-17 15:20,22,21
03-17 15:30,22,21
03-17 15:40,22,21
03-17 15:50,21,21
03-17 16:00,21,21
03-17 16:10,20,21
03-17 16:20,21,22
03-17 16:30,20,21
03-17 16:40,21,21
03-17 16:50,21,18
03-17 17:00,20,20
03-17 17:10,19,19
03-17 17:20,18,20
03-17 17:30,18,20
03-17 17:40,17,20
03-17 17:50,19,20
03-17 18:00,18,21
03-17 18:10,18,20
03-17 18:20,17,20
03-17 18:30,17,20
03-17 18:40,16,21
03-17 18:50,17,20
03-17 19:00,19,20
03-17 19:10,17,21
03-17 19:20,14,20
03-17 19:30,17,21
03-17 19:40,16,22
03-17 19:50,17,21
03-17 20:00,18,21
03-17 20:10,17,21
03-17 20:20,17,21
03-17 20:31,16,21
03-17 20:41,16,22
03-17 20:51,16,22
03-17 21:01,16,21
03-17 21:11,16,22
03-17 21:21,16,21
03-17 21:32,17,21
03-17 21:42,15,21
03-17 21:52,15,21
03-17 22:02,16,21
03-17 22:12,16,21
03-17 22:22,15,21
03-17 22:32,15,21
03-17 22:43,14,21
03-17 22:53,15,21
03-17 23:03,15,20
03-17 23:13,14,23
03-17 23:23,14,23
03-17 23:33,13,21
03-17 23:43,14,22
03-17 23:53,13,22
03-18 00:03,14,21
03-18 00:13,15,21
03-18 00:23,13,20
