Time,Air Quality
03-07 13:17,332.0
03-07 13:17,334.0
03-07 13:17,330.0
03-07 13:17,329.0
03-07 13:17,329.0
03-07 13:17,327.0
03-07 13:17,328.0
03-07 13:17,326.0
03-07 13:17,328.0
03-07 13:17,328.0
03-07 13:17,330.0
03-07 13:17,331.0
03-07 13:17,330.0
03-07 13:17,330.0
03-07 13:17,329.0
03-07 13:17,329.0
03-07 13:17,328.0
03-07 13:17,328.0
03-07 13:17,326.0
03-07 13:17,326.0
03-07 13:17,324.0
03-07 13:17,328.0
03-07 13:17,328.0
03-07 13:17,331.0
03-07 13:17,332.0
03-07 13:17,329.0
03-07 13:17,328.0
03-07 13:17,328.0
03-07 13:17,327.0
03-07 13:17,327.0
03-07 13:17,327.0
03-07 13:27,323.0
03-07 13:37,324.0
03-07 13:47,321.0
03-07 13:57,323.0
03-07 15:01,323.0
03-07 15:01,325.0
03-07 15:01,317.0
03-07 15:01,309.0
03-07 15:01,300.0
03-07 15:01,294.0
03-07 15:01,284.0
03-07 15:01,277.0
03-07 15:01,270.0
03-07 15:01,265.0
03-07 15:01,258.0
03-07 15:01,255.0
03-07 15:01,244.0
03-07 15:01,242.0
03-07 15:01,240.0
03-07 15:01,234.0
03-07 15:01,226.0
03-07 15:01,215.0
03-07 15:01,215.0
03-07 15:01,213.0
03-07 15:01,216.0
03-07 15:01,221.0
03-07 15:01,220.0
03-07 15:01,219.0
03-07 15:01,213.0
03-07 15:01,208.0
03-07 15:01,205.0
03-07 15:01,203.0
03-07 15:01,202.0
03-07 15:01,203.0
03-07 15:01,199.0
03-07 15:01,200.0
03-07 15:01,199.0
03-07 15:01,198.0
03-07 15:01,201.0
03-07 15:01,205.0
03-07 15:01,209.0
03-07 15:02,213.0
03-07 15:02,215.0
03-07 15:02,216.0
03-07 15:02,214.0
03-07 15:02,212.0
03-07 15:02,209.0
03-07 15:02,207.0
03-07 15:02,204.0
03-07 15:02,205.0
03-07 15:02,202.0
03-07 15:02,195.0
03-07 15:02,190.0
03-07 15:02,191.0
03-07 15:02,196.0
03-07 15:02,196.0
03-07 15:02,192.0
03-07 15:02,190.0
03-07 15:02,188.0
03-07 15:02,188.0
03-07 15:02,188.0
03-07 15:02,187.0
03-07 15:02,183.0
03-07 15:02,183.0
03-07 15:02,179.0
03-07 15:02,179.0
03-07 15:02,177.0
03-07 15:02,176.0
03-07 15:02,172.0
03-07 15:02,171.0
03-07 15:02,168.0
03-07 15:02,169.0
03-07 15:02,170.0
03-07 15:02,175.0
03-07 15:02,175.0
03-07 15:02,176.0
03-07 15:02,175.0
03-07 15:02,174.0
03-07 15:02,169.0
03-07 15:02,168.0
03-07 15:02,167.0
03-07 15:02,165.0
03-07 15:02,164.0
03-07 15:02,167.0
03-07 15:02,164.0
03-07 15:02,165.0
03-07 15:02,166.0
03-07 15:02,168.0
03-07 15:02,175.0
03-07 15:02,180.0
03-07 15:02,188.0
03-07 15:02,193.0
03-07 15:02,195.0
03-07 15:02,195.0
03-07 15:02,194.0
03-07 15:02,194.0
03-07 15:02,194.0
03-07 15:02,199.0
03-07 15:02,201.0
03-07 15:02,208.0
03-07 15:02,211.0
03-07 15:02,216.0
03-07 15:02,223.0
03-07 15:02,227.0
03-07 15:02,230.0
03-07 15:02,233.0
03-07 15:02,234.0
03-07 15:02,231.0
03-07 15:03,230.0
03-07 15:03,227.0
03-07 15:03,226.0
03-07 15:03,226.0
03-07 15:03,226.0
03-07 15:03,224.0
03-07 15:03,223.0
03-07 15:03,218.0
03-07 15:03,212.0
03-07 15:03,208.0
03-07 15:03,203.0
03-07 15:03,200.0
03-07 15:03,203.0
03-07 15:03,206.0
03-07 15:03,211.0
03-07 15:03,210.0
03-07 15:03,210.0
03-07 15:03,207.0
03-07 15:03,203.0
03-07 15:03,195.0
03-07 15:03,189.0
03-07 15:03,187.0
03-07 15:03,183.0
03-07 15:03,184.0
03-07 15:03,182.0
03-07 15:03,178.0
03-07 15:03,175.0
03-07 15:03,172.0
03-07 15:03,169.0
03-07 15:03,174.0
03-07 15:03,176.0
03-07 15:03,181.0
03-07 15:03,183.0
03-07 15:03,183.0
03-07 15:03,183.0
03-07 15:03,182.0
03-07 15:03,179.0
03-07 15:03,181.0
03-07 15:03,181.0
03-07 15:03,179.0
03-07 15:03,181.0
03-07 15:03,179.0
03-07 15:03,175.0
03-07 15:03,172.0
03-07 15:03,171.0
03-07 15:03,171.0
03-07 15:03,169.0
03-07 15:03,165.0
03-07 15:03,160.0
03-07 15:03,157.0
03-07 15:03,153.0
03-07 15:03,149.0
03-07 15:03,146.0
03-07 15:03,143.0
03-07 15:03,140.0
03-07 15:03,137.0
03-07 15:03,138.0
03-07 15:03,137.0
03-07 15:03,138.0
03-07 15:03,139.0
03-07 15:03,140.0
03-07 15:03,141.0
03-07 15:03,145.0
03-07 15:03,147.0
03-07 15:03,146.0
03-07 15:03,144.0
03-07 15:03,144.0
03-07 15:03,141.0
03-07 15:03,138.0
03-07 15:03,135.0
03-07 15:03,133.0
03-07 15:03,133.0
03-07 15:04,131.0
03-07 15:04,129.0
03-07 15:04,129.0
03-07 15:04,128.0
03-07 15:04,126.0
03-07 15:04,123.0
03-07 15:04,128.0
03-07 15:04,130.0
03-07 15:04,130.0
03-07 15:04,131.0
03-07 15:04,129.0
03-07 15:04,126.0
03-07 15:04,122.0
03-07 15:04,119.0
03-07 15:04,116.0
03-07 15:04,114.0
03-07 15:04,111.0
03-07 15:04,107.0
03-07 15:04,106.0
03-07 15:04,104.0
03-07 15:04,100.0
03-07 15:04,98.0
03-07 15:04,100.0
03-07 15:04,102.0
03-07 15:04,102.0
03-07 15:04,103.0
03-07 15:04,102.0
03-07 15:04,101.0
03-07 15:04,100.0
03-07 15:04,98.0
03-07 15:04,95.0
03-07 15:04,93.0
03-07 15:04,91.0
03-07 15:04,89.0
03-07 15:04,88.0
03-07 15:04,83.0
03-07 15:04,83.0
03-07 15:04,80.0
03-07 15:04,78.0
03-07 15:04,82.0
03-07 15:04,83.0
03-07 15:04,91.0
03-07 15:04,92.0
03-07 15:04,93.0
03-07 15:04,92.0
03-07 15:04,91.0
03-07 15:04,88.0
03-07 15:04,85.0
03-07 15:04,83.0
03-07 15:04,79.0
03-07 15:04,77.0
03-07 15:04,75.0
03-07 15:04,75.0
03-07 15:04,79.0
03-07 15:04,80.0
03-07 15:04,78.0
03-07 15:04,73.0
03-07 15:04,71.0
03-07 15:04,67.0
03-07 15:04,65.0
03-07 15:04,63.0
03-07 15:04,62.0
03-07 15:04,59.0
03-07 15:04,55.0
03-07 15:04,54.0
03-07 15:04,50.0
03-07 15:04,50.0
03-07 15:04,53.0
03-07 15:04,55.0
03-07 15:04,54.0
03-07 15:04,52.0
03-07 15:04,51.0
03-07 15:04,50.0
03-07 15:04,49.0
03-07 15:04,47.0
03-07 15:04,44.0
03-07 15:04,42.0
03-07 15:04,41.0
03-07 15:04,40.0
03-07 15:04,40.0
03-07 15:04,38.0
03-07 15:04,37.0
03-07 15:04,36.0
03-07 15:04,35.0
03-07 15:04,38.0
03-07 15:04,41.0
03-07 15:05,42.0
03-07 15:05,44.0
03-07 15:05,45.0
03-07 15:05,45.0
03-07 15:05,44.0
03-07 15:05,42.0
03-07 15:05,39.0
03-07 15:05,38.0
03-07 15:05,35.0
03-07 15:05,34.0
03-07 15:05,33.0
03-07 15:05,32.0
03-07 15:05,30.0
03-07 15:05,29.0
03-07 15:05,28.0
03-07 15:05,31.0
03-07 15:05,33.0
03-07 15:05,38.0
03-07 15:05,38.0
03-07 15:05,39.0
03-07 15:05,40.0
03-07 15:05,39.0
03-07 15:05,38.0
03-07 15:05,37.0
03-07 15:05,36.0
03-07 15:05,35.0
03-07 15:05,35.0
03-07 15:05,34.0
03-07 15:05,34.0
03-07 15:05,31.0
03-07 15:05,32.0
03-07 15:05,31.0
03-07 15:05,30.0
03-07 15:05,32.0
03-07 15:05,35.0
03-07 15:05,37.0
03-07 15:05,37.0
03-07 15:05,38.0
03-07 15:05,35.0
03-07 15:05,35.0
03-07 15:05,32.0
03-07 15:05,30.0
03-07 15:05,29.0
03-07 15:05,27.0
03-07 15:05,27.0
03-07 15:05,25.0
03-07 15:05,24.0
03-07 15:05,22.0
03-07 15:05,20.0
03-07 15:05,22.0
03-07 15:05,21.0
03-07 15:05,21.0
03-07 15:05,16.0
03-07 15:05,15.0
03-07 15:05,13.0
03-07 15:05,14.0
03-07 15:05,12.0
03-07 15:05,10.0
03-07 15:05,11.0
03-07 15:05,13.0
03-07 15:05,15.0
03-07 15:05,17.0
03-07 15:05,18.0
03-07 15:05,19.0
03-07 15:05,17.0
03-07 15:05,14.0
03-07 15:05,12.0
03-07 15:05,12.0
03-07 15:05,12.0
03-07 15:05,12.0
03-07 15:05,11.0
03-07 15:05,10.0
03-07 15:05,8.0
03-07 15:05,10.0
03-07 15:05,12.0
03-07 15:05,12.0
03-07 15:06,15.0
03-07 15:06,17.0
03-07 15:06,20.0
03-07 15:06,18.0
03-07 15:06,20.0
03-07 15:06,21.0
03-07 15:06,21.0
03-07 15:06,21.0
03-07 15:06,20.0
03-07 15:06,18.0
03-07 15:06,15.0
03-07 15:06,14.0
03-07 15:06,11.0
03-07 15:06,12.0
03-07 15:06,13.0
03-07 15:06,12.0
03-07 15:06,14.0
03-07 15:06,13.0
03-07 15:06,11.0
03-07 15:06,9.0
03-07 15:06,7.0
03-07 15:06,4.0
03-07 15:06,6.0
03-07 15:06,5.0
03-07 15:06,4.0
03-07 15:06,4.0
03-07 15:06,5.0
03-07 15:06,9.0
03-07 15:06,12.0
03-07 15:06,14.0
03-07 15:06,16.0
03-07 15:06,17.0
03-07 15:06,17.0
03-07 15:06,17.0
03-07 15:06,15.0
03-07 15:06,16.0
03-07 15:06,19.0
03-07 15:06,18.0
03-07 15:06,20.0
03-07 15:06,21.0
03-07 15:06,22.0
03-07 15:06,25.0
03-07 15:06,29.0
03-07 15:06,34.0
03-07 15:06,39.0
03-07 15:06,41.0
03-07 15:06,43.0
03-07 15:06,43.0
03-07 15:06,43.0
03-07 15:06,42.0
03-07 15:06,41.0
03-07 15:06,39.0
03-07 15:06,44.0
03-07 15:06,46.0
03-07 15:06,53.0
03-07 15:06,50.0
03-07 15:06,47.0
03-07 15:06,43.0
03-07 15:06,38.0
03-07 15:06,37.0
03-07 15:06,34.0
03-07 15:07,29.0
03-07 15:07,26.0
03-07 15:07,26.0
03-07 15:07,27.0
03-07 15:07,29.0
03-07 15:07,27.0
03-07 15:07,27.0
03-07 15:07,26.0
03-07 15:07,23.0
03-07 15:07,20.0
03-07 15:07,17.0
03-07 15:07,14.0
03-07 15:07,11.0
03-07 15:07,7.0
03-07 15:07,6.0
03-07 15:07,8.0
03-07 15:07,4.0
03-07 15:07,5.0
03-07 15:07,9.0
03-07 15:07,6.0
03-07 15:07,-4.0
03-07 15:07,-11.0
03-07 15:07,-14.0
03-07 15:07,-18.0
03-07 15:07,-23.0
03-07 15:07,-24.0
03-07 15:07,-26.0
03-07 15:07,-27.0
03-07 15:07,-28.0
03-07 15:07,-29.0
03-07 15:07,-28.0
03-07 15:07,-27.0
03-07 15:07,-26.0
03-07 15:07,-26.0
03-07 15:07,-26.0
03-07 15:07,-28.0
03-07 15:07,-30.0
03-07 15:07,-35.0
03-07 15:07,-36.0
03-07 15:07,-39.0
03-07 15:07,-42.0
03-07 15:07,-46.0
03-07 15:07,-56.0
03-07 15:07,-66.0
03-07 15:07,-76.0
03-07 15:07,-78.0
03-07 15:07,-76.0
03-07 15:07,-76.0
03-07 15:07,-77.0
03-07 15:07,-78.0
03-07 15:07,-80.0
03-07 15:07,-82.0
03-07 15:07,-85.0
03-07 15:07,-85.0
03-07 15:07,-86.0
03-07 15:07,-87.0
03-07 15:07,-88.0
03-07 15:07,-89.0
03-07 15:07,-91.0
03-07 15:07,-92.0
03-07 15:08,-94.0
03-07 15:08,-91.0
03-07 15:18,-109.0
03-07 15:28,-106.0
03-07 15:38,-70.0
03-07 15:48,21.0
03-07 15:58,94.0
03-07 16:08,140.0
03-07 16:18,171.0
03-07 16:28,213.0
03-07 16:38,257.0
03-07 16:48,282.0
03-07 16:58,299.0
03-07 17:08,307.0
03-07 17:18,314.0
03-07 17:28,319.0
03-07 17:38,323.0
03-07 17:48,328.0
03-07 17:58,335.0
03-07 17:58,338.0
03-08 12:00,41.0
03-08 12:10,46.0
03-08 12:20,46.0
03-08 12:30,50.0
03-08 12:40,49.0
03-08 12:50,54.0
03-08 13:00,52.0
03-08 13:10,57.0
03-08 13:20,54.0
03-08 13:30,54.0
03-08 13:40,51.0
03-08 13:50,48.0
03-08 14:00,51.0
03-08 14:10,53.0
03-08 14:20,57.0
03-08 14:30,59.0
03-08 14:40,58.0
03-08 14:50,54.0
03-08 15:00,50.0
03-08 15:10,44.0
03-08 15:20,46.0
03-08 15:30,46.0
03-08 15:40,24.0
03-08 15:50,-23.0
03-08 16:00,-69.0
03-08 16:10,-90.0
03-08 16:20,-88.0
03-08 16:30,-83.0
03-08 16:40,-73.0
03-08 16:50,-72.0
03-08 17:00,-68.0
03-08 17:10,-68.0
03-08 17:20,-62.0
03-08 17:30,-51.0
03-08 17:40,-45.0
03-08 17:50,-44.0
03-08 18:00,-43.0
03-08 18:10,-43.0
03-08 18:20,-38.0
03-08 18:30,-38.0
03-08 18:40,-39.0
03-08 18:50,-35.0
03-08 19:00,-32.0
03-08 19:10,-31.0
03-08 19:20,-30.0
03-08 19:30,-28.0
03-08 19:40,-27.0
03-08 19:50,-27.0
03-08 20:00,-26.0
03-08 20:10,-24.0
03-08 20:20,-19.0
03-08 20:30,-15.0
03-08 20:40,-16.0
03-08 20:50,-19.0
03-08 21:00,-18.0
03-08 21:10,-14.0
03-08 21:20,-8.0
03-08 21:30,-10.0
03-08 21:40,-9.0
03-08 21:50,-12.0
03-08 22:00,-12.0
03-08 22:10,-16.0
03-08 22:20,-18.0
03-08 22:30,-21.0
03-08 22:40,-20.0
03-08 22:50,-23.0
03-08 23:00,-22.0
03-08 23:10,-24.0
03-08 23:20,-29.0
03-08 23:30,-28.0
03-08 23:40,-25.0
03-08 23:50,-26.0
03-09 00:00,-18.0
03-09 00:10,-20.0
03-09 00:20,-20.0
03-09 00:30,-15.0
03-09 00:40,-8.0
03-09 00:51,-9.0
03-09 01:01,-8.0
03-09 01:11,-7.0
03-09 01:21,-5.0
03-09 01:31,-5.0
03-09 01:41,-8.0
03-09 01:51,-8.0
03-09 02:01,-3.0
03-09 02:11,-4.0
03-09 02:21,-2.0
03-09 02:31,-1.0
03-09 02:41,-1.0
03-09 02:51,3.0
03-09 03:01,4.0
03-09 03:11,5.0
03-09 03:21,12.0
03-09 03:31,15.0
03-09 03:41,13.0
03-09 03:51,10.0
03-09 04:01,5.0
03-09 04:11,5.0
03-09 04:21,5.0
03-09 04:31,13.0
03-09 04:41,17.0
03-09 04:51,13.0
03-09 05:01,17.0
03-09 05:11,10.0
03-09 05:21,12.0
03-09 05:31,13.0
03-09 05:41,10.0
03-09 05:51,12.0
03-09 06:01,11.0
03-09 06:11,11.0
03-09 06:21,13.0
03-09 06:31,15.0
03-09 06:41,18.0
03-09 06:51,15.0
03-09 07:01,23.0
03-09 07:11,25.0
03-09 07:21,25.0
03-09 07:31,25.0
03-09 07:41,33.0
03-09 07:51,37.0
03-09 08:01,42.0
03-09 08:11,41.0
03-09 08:21,49.0
03-09 08:31,53.0
03-09 08:41,58.0
03-09 08:51,56.0
03-09 09:01,50.0
03-09 09:11,51.0
03-09 09:21,49.0
03-09 09:31,51.0
03-09 09:41,52.0
03-09 09:51,56.0
03-09 10:01,57.0
03-09 10:11,60.0
03-09 10:21,62.0
03-09 10:31,65.0
03-09 10:41,67.0
03-09 10:51,67.0
03-09 11:01,68.0
03-09 11:11,52.0
03-09 11:21,11.0
03-09 11:31,-38.0
03-09 11:41,-44.0
03-09 11:51,-42.0
03-09 12:00,-77.0
03-09 12:10,-77.0
03-09 12:20,-80.0
03-09 12:30,-80.0
03-09 12:40,-73.0
03-09 12:50,-61.0
03-09 13:00,-62.0
03-09 13:10,-76.0
03-09 13:20,-86.0
03-09 13:30,-88.0
03-09 13:40,-89.0
03-09 13:50,-99.0
03-09 14:00,-67.0
03-09 14:10,-27.0
03-09 14:20,30.0
03-09 14:30,48.0
03-09 14:40,67.0
03-09 14:50,81.0
03-09 15:00,104.0
03-09 15:10,105.0
03-09 15:20,106.0
03-09 15:30,108.0
03-09 15:40,117.0
03-09 15:50,133.0
03-09 16:00,144.0
03-09 16:10,160.0
03-09 16:20,167.0
03-09 16:30,173.0
03-09 16:40,178.0
03-09 16:50,192.0
03-09 17:02,239.0
03-09 17:02,287.0
03-09 17:02,325.0
03-09 17:03,325.0
03-09 17:03,331.0
03-09 17:03,332.0
03-09 17:03,336.0
03-09 17:03,334.0
03-09 17:03,334.0
03-09 17:03,330.0
03-09 17:03,332.0
03-09 17:04,335.0
03-09 17:04,332.0
03-09 17:04,329.0
03-09 17:04,324.0
03-09 17:04,323.0
03-09 17:04,324.0
03-09 17:04,324.0
03-09 17:04,324.0
03-09 17:04,324.0
03-09 17:14,269.0
03-09 17:24,182.0
03-09 17:34,139.0
03-09 17:44,188.0
03-09 17:54,253.0
03-09 18:04,218.0
03-09 18:14,159.0
03-09 18:24,125.0
03-09 18:34,63.0
03-09 18:44,-25.0
03-09 18:54,-65.0
03-09 19:04,-49.0
03-09 19:14,-27.0
03-09 19:24,-32.0
03-09 19:34,-1.0
03-09 19:44,36.0
03-09 19:54,46.0
03-09 20:04,56.0
03-09 20:14,61.0
03-09 20:24,71.0
03-09 20:34,79.0
03-09 20:44,83.0
03-09 20:54,104.0
03-10 12:00,320.0
03-10 12:10,317.0
03-10 12:20,319.0
03-10 12:30,320.0
03-10 12:40,324.0
03-11 12:00,13.0
03-11 12:10,52.0
03-11 12:20,52.0
03-11 12:30,74.0
03-11 12:40,48.0
03-11 12:50,40.0
03-11 13:00,39.0
03-12 14:06,36.0
03-12 14:16,4.0
03-12 14:26,-29.0
03-12 14:36,-15.0
03-12 14:46,40.0
03-12 14:56,93.0
03-12 15:06,140.0
03-12 15:16,176.0
03-12 15:26,193.0
03-12 15:36,205.0
03-12 15:46,196.0
03-12 15:56,194.0
03-12 16:06,192.0
03-12 16:16,221.0
03-12 16:26,227.0
03-12 16:36,228.0
03-12 16:46,224.0
03-12 16:56,223.0
03-12 17:06,223.0
03-12 17:16,227.0
03-12 17:26,233.0
03-12 17:36,227.0
03-12 17:46,223.0
03-12 17:56,222.0
03-12 18:06,227.0
03-12 18:16,235.0
03-12 18:26,242.0
03-12 18:36,242.0
03-12 18:46,244.0
03-12 18:56,239.0
03-12 19:06,238.0
03-12 19:16,226.0
03-12 19:26,218.0
03-12 19:36,214.0
03-12 19:46,217.0
03-12 19:56,216.0
03-12 20:06,217.0
03-12 20:16,215.0
03-12 20:26,218.0
03-12 20:36,216.0
03-12 20:46,212.0
03-12 20:56,190.0
03-12 21:06,179.0
03-12 21:16,163.0
03-12 21:27,163.0
03-12 21:37,160.0
03-12 21:47,163.0
03-12 21:57,154.0
03-12 22:07,143.0
03-12 22:17,134.0
03-12 22:27,129.0
03-12 22:38,127.0
03-12 22:48,126.0
03-12 22:58,133.0
03-12 23:08,130.0
03-12 23:18,126.0
03-12 23:28,118.0
03-12 23:38,121.0
03-12 23:49,117.0
03-12 23:59,118.0
03-13 00:09,112.0
03-13 00:19,108.0
03-13 00:29,97.0
03-13 00:39,87.0
03-13 00:49,84.0
03-13 01:00,79.0
03-13 01:10,75.0
03-13 01:20,71.0
03-13 01:30,67.0
03-13 01:40,62.0
03-13 01:50,50.0
03-13 02:00,41.0
03-13 02:11,42.0
03-13 02:21,43.0
03-13 02:31,48.0
03-13 02:41,52.0
03-13 02:51,58.0
03-13 03:01,65.0
03-13 03:11,66.0
03-13 03:22,65.0
03-13 03:32,58.0
03-13 03:42,52.0
03-13 03:52,41.0
03-13 04:02,37.0
03-13 04:12,42.0
03-13 04:22,38.0
03-13 04:33,32.0
03-13 04:43,26.0
03-13 04:53,28.0
03-13 05:03,28.0
03-13 05:13,28.0
03-13 05:23,26.0
03-13 05:33,28.0
03-13 05:44,23.0
03-13 05:54,19.0
03-13 06:00,3.0
03-13 06:10,1.0
03-13 06:20,-4.0
03-13 06:30,-12.0
03-13 06:40,-19.0
03-13 06:51,-27.0
03-13 07:01,-31.0
03-13 07:11,-29.0
03-13 07:21,-32.0
03-13 07:31,-31.0
03-13 07:41,-38.0
03-13 07:51,-37.0
03-13 08:02,-32.0
03-13 08:12,-29.0
03-13 08:22,-32.0
03-13 08:32,-36.0
03-13 08:42,-34.0
03-13 08:52,-31.0
03-13 09:02,-26.0
03-13 09:12,-29.0
03-13 09:23,-24.0
03-13 09:33,-20.0
03-13 09:43,-17.0
03-13 09:53,-19.0
03-13 10:03,-20.0
03-13 10:13,-15.0
03-13 10:23,-17.0
03-13 10:34,-11.0
03-13 10:44,-9.0
03-13 10:54,7.0
03-13 11:04,25.0
03-13 11:14,49.0
03-13 11:24,79.0
03-13 11:34,105.0
03-13 11:44,128.0
03-13 11:54,143.0
03-13 12:00,141.0
03-13 12:10,159.0
03-13 12:20,169.0
03-13 12:30,192.0
03-13 12:40,204.0
03-13 12:50,222.0
03-13 13:00,239.0
03-13 13:10,258.0
03-13 13:20,267.0
03-13 13:30,270.0
03-13 13:40,268.0
03-13 13:50,269.0
03-13 14:00,276.0
03-13 14:10,286.0
03-13 14:20,288.0
03-13 14:30,279.0
03-13 14:40,280.0
03-13 14:50,248.0
03-13 15:00,242.0
03-13 15:10,238.0
03-13 15:20,263.0
03-13 15:30,282.0
03-13 15:40,282.0
03-13 15:50,276.0
03-13 16:00,262.0
03-13 16:10,256.0
03-13 16:20,245.0
03-13 16:30,240.0
03-13 16:40,227.0
03-13 16:50,223.0
03-13 17:00,218.0
03-13 17:10,220.0
03-13 17:20,217.0
03-13 17:30,215.0
03-13 17:40,217.0
03-13 17:50,228.0
03-13 18:00,236.0
03-13 18:10,246.0
03-13 18:20,257.0
03-13 18:30,270.0
03-13 18:40,276.0
03-13 18:50,277.0
03-13 19:00,278.0
03-13 19:10,282.0
03-13 19:20,287.0
03-13 19:30,299.0
03-13 19:40,300.0
03-13 19:50,306.0
03-13 20:00,309.0
03-13 20:10,310.0
03-13 20:20,306.0
03-13 20:30,291.0
03-13 20:40,279.0
03-13 20:51,275.0
03-13 21:01,270.0
03-13 21:11,264.0
03-13 21:21,253.0
03-13 21:31,241.0
03-13 21:41,244.0
03-13 21:51,243.0
03-13 22:02,253.0
03-13 22:12,255.0
03-13 22:22,263.0
03-13 22:32,273.0
03-13 22:42,283.0
03-13 22:52,288.0
03-13 23:02,281.0
03-13 23:12,271.0
03-13 23:23,258.0
03-13 23:33,253.0
03-13 23:43,240.0
03-13 23:53,235.0
03-14 00:03,223.0
03-14 00:13,215.0
03-14 00:23,208.0
03-14 00:33,209.0
03-14 00:43,206.0
03-14 00:53,195.0
03-14 01:03,183.0
03-14 01:13,172.0
03-14 01:23,166.0
03-14 01:33,164.0
03-14 01:43,163.0
03-14 01:53,170.0
03-14 02:03,178.0
03-14 02:13,181.0
03-14 02:23,180.0
03-14 02:33,183.0
03-14 02:43,183.0
03-14 02:53,194.0
03-14 03:03,199.0
03-14 03:13,211.0
03-14 03:23,215.0
03-14 03:33,222.0
03-14 03:43,224.0
03-14 03:53,226.0
03-14 04:03,228.0
03-14 04:13,228.0
03-14 04:23,228.0
03-14 04:33,218.0
03-14 04:43,212.0
03-14 04:53,203.0
03-14 05:03,202.0
03-14 05:13,203.0
03-14 05:23,205.0
03-14 05:33,204.0
03-14 05:43,207.0
03-14 05:53,209.0
03-14 06:03,215.0
03-14 06:13,217.0
03-14 06:23,219.0
03-14 06:33,224.0
03-14 06:43,226.0
03-14 06:53,228.0
03-14 07:03,229.0
03-14 07:13,230.0
03-14 07:23,226.0
03-14 07:33,227.0
03-14 07:43,232.0
03-14 07:53,237.0
03-14 08:03,235.0
03-14 08:13,232.0
03-14 08:23,226.0
03-14 08:33,221.0
03-14 08:43,211.0
03-14 08:53,199.0
03-14 09:03,184.0
03-14 09:13,160.0
03-14 09:23,142.0
03-14 09:33,134.0
03-14 09:43,131.0
03-14 09:53,127.0
03-14 10:03,124.0
03-14 10:13,127.0
03-14 10:23,141.0
03-14 10:33,157.0
03-14 10:43,174.0
03-14 10:53,176.0
03-14 11:04,188.0
03-14 11:14,202.0
03-14 11:24,222.0
03-14 11:34,244.0
03-14 11:44,264.0
03-14 11:54,282.0
03-14 12:00,298.0
03-14 12:10,305.0
03-15 12:00,275.0
03-15 12:10,283.0
03-15 12:20,280.0
03-15 12:30,290.0
03-15 12:40,291.0
03-15 12:50,299.0
03-15 13:00,303.0
03-15 13:10,301.0
03-15 13:20,299.0
03-15 13:30,299.0
03-15 13:40,303.0
03-15 13:50,310.0
03-15 14:00,303.0
03-15 14:10,300.0
03-15 14:20,293.0
03-15 14:30,280.0
03-15 14:40,264.0
03-15 14:50,246.0
03-15 15:00,241.0
03-15 15:10,236.0
03-15 15:20,240.0
03-15 15:30,241.0
03-15 15:40,244.0
03-15 15:50,244.0
03-15 16:00,246.0
03-15 16:10,240.0
03-15 16:20,232.0
03-15 16:30,229.0
03-15 16:40,225.0
03-15 16:50,227.0
03-15 17:00,218.0
03-15 17:10,212.0
03-15 17:20,195.0
03-15 17:30,176.0
03-15 17:40,163.0
03-15 17:50,151.0
03-15 18:00,145.0
03-15 18:10,136.0
03-15 18:20,134.0
03-15 18:30,130.0
03-15 18:40,129.0
03-15 18:50,123.0
03-15 19:00,125.0
03-15 19:10,123.0
03-15 19:20,125.0
03-15 19:30,122.0
03-15 19:40,124.0
03-15 19:50,131.0
03-15 20:00,134.0
03-15 20:10,139.0
03-15 20:20,135.0
03-15 20:30,138.0
03-15 20:40,139.0
03-15 20:50,141.0
03-15 21:00,138.0
03-15 21:10,134.0
03-15 21:20,135.0
03-15 21:30,133.0
03-15 21:40,136.0
03-15 21:50,141.0
03-15 22:00,143.0
03-15 22:10,142.0
03-15 22:20,140.0
03-15 22:30,137.0
03-15 22:40,134.0
03-15 22:50,131.0
03-15 23:00,136.0
03-15 23:10,136.0
03-15 23:20,133.0
03-15 23:30,120.0
03-15 23:40,121.0
03-15 23:50,115.0
03-16 00:00,115.0
03-16 00:10,103.0
03-16 00:20,94.0
03-16 00:30,86.0
03-16 00:40,77.0
03-16 00:50,71.0
03-16 01:00,60.0
03-16 01:10,56.0
03-16 01:20,47.0
03-16 01:30,39.0
03-16 01:41,31.0
03-16 01:51,29.0
03-16 02:01,23.0
03-16 02:11,24.0
03-16 02:21,21.0
03-16 02:31,24.0
03-16 02:41,32.0
03-16 02:51,37.0
03-16 03:01,44.0
03-16 03:11,38.0
03-16 03:21,38.0
03-16 03:31,43.0
03-16 03:41,48.0
03-16 03:51,50.0
03-16 04:01,45.0
03-16 04:11,38.0
03-16 04:21,28.0
03-16 04:31,25.0
03-16 04:41,18.0
03-16 04:51,17.0
03-16 05:01,17.0
03-16 05:11,16.0
03-16 05:21,13.0
03-16 05:31,4.0
03-16 05:41,2.0
03-16 05:51,-3.0
03-16 06:01,-5.0
03-16 06:11,-8.0
03-16 06:21,-7.0
03-16 06:31,-4.0
03-16 06:41,-3.0
03-16 06:51,-2.0
03-16 07:01,0.0
03-16 07:11,-1.0
03-16 07:21,0.0
03-16 07:31,0.0
03-16 07:41,-6.0
03-16 07:51,-6.0
03-16 08:01,-8.0
03-16 08:11,0.0
03-16 08:21,-5.0
03-16 08:31,-2.0
03-16 08:41,-3.0
03-16 08:51,-3.0
03-16 09:01,-4.0
03-16 09:11,-3.0
03-16 09:21,4.0
03-16 09:31,3.0
