Time, Pressure MBar
02-14 14:30,1025
02-14 14:40,1025
02-14 14:50,1025
02-14 15:00,1024
02-14 15:10,1024
02-14 15:20,1024
02-14 15:30,1024
02-14 15:40,1024
02-14 15:50,1024
02-14 16:00,1024
02-14 16:10,1024
02-14 16:20,1024
02-14 16:30,1024
02-14 16:40,1024
02-14 16:50,1024
02-14 17:00,1024
02-14 17:10,1023
02-14 17:20,1024
02-14 17:30,1024
02-14 17:40,1024
02-14 17:50,1024
02-14 18:00,1024
02-14 18:10,1024
02-14 18:20,1024
02-14 18:30,1024
02-14 18:40,1024
02-14 18:50,1023
02-14 19:00,1023
02-14 19:10,1023
02-14 19:20,1023
02-14 19:30,1023
02-14 19:40,1023
02-14 19:50,1023
02-14 20:00,1023
02-14 20:10,1023
02-14 20:20,1023
02-14 20:30,1023
02-14 20:40,1023
02-14 20:50,1023
02-14 21:00,1023
02-14 21:10,1023
02-14 21:20,1023
02-14 21:30,1023
02-14 21:40,1023
02-14 21:50,1023
02-14 22:00,1023
02-14 22:10,1022
02-14 22:20,1022
02-14 22:30,1022
02-14 22:40,1022
02-14 22:50,1022
02-14 23:00,1022
02-14 23:10,1022
02-14 23:20,1022
02-14 23:30,1022
02-14 23:40,1022
02-14 23:50,1021
02-15 00:00,1021
02-15 00:10,1021
02-15 00:20,1021
02-15 00:30,1021
02-15 00:40,1021
02-15 00:50,1021
02-15 01:00,1021
02-15 01:10,1021
02-15 01:20,1021
02-15 01:30,1021
02-15 01:40,1021
02-15 01:50,1020
02-15 02:00,1020
02-15 02:10,1020
02-15 02:20,1020
02-15 02:31,1020
02-15 02:41,1020
02-15 02:51,1020
02-15 03:01,1020
02-15 03:11,1019
02-15 03:21,1019
02-15 03:31,1019
02-15 03:41,1019
02-15 03:51,1019
02-15 04:01,1019
02-15 04:11,1019
02-15 04:21,1019
02-15 04:31,1019
02-15 04:41,1019
02-15 04:51,1019
02-15 05:01,1019
02-15 05:11,1019
02-15 05:21,1019
02-15 05:31,1019
02-15 05:41,1018
02-15 05:51,1019
02-15 06:01,1019
02-15 06:11,1019
02-15 06:21,1019
02-15 06:31,1019
02-15 06:41,1019
02-15 06:51,1019
02-15 07:01,1019
02-15 07:11,1018
02-15 07:21,1018
02-15 07:31,1018
02-15 07:41,1018
02-15 07:51,1019
02-15 08:01,1019
02-15 08:11,1019
02-15 08:21,1019
02-15 08:31,1019
02-15 08:41,1019
02-15 08:51,1018
02-15 09:01,1018
02-15 09:11,1018
02-15 09:21,1018
02-15 09:31,1018
02-15 09:41,1018
02-15 09:51,1018
02-15 10:01,1018
02-15 10:11,1018
02-15 10:21,1018
02-15 10:31,1018
02-15 10:41,1018
02-15 10:51,1019
02-15 11:01,1018
02-15 11:11,1018
02-15 11:21,1019
02-15 11:31,1019
02-15 11:41,1019
02-15 11:51,1019
02-15 12:00,1018
02-15 12:10,1018
02-15 12:20,1018
02-15 12:30,1018
02-15 12:40,1018
02-15 12:50,1018
02-15 13:00,1018
02-15 13:10,1018
02-15 13:20,1018
02-15 13:30,1017
02-15 13:40,1017
02-15 13:50,1017
02-15 14:00,1017
02-15 14:10,1017
02-15 14:20,1017
02-15 14:30,1017
02-15 14:40,1017
02-15 14:50,1017
02-15 15:00,1017
02-15 15:10,1018
02-15 15:20,1017
02-15 15:30,1018
02-15 15:40,1018
02-15 15:50,1018
02-15 16:00,1018
02-15 16:10,1018
02-15 16:20,1018
02-15 16:30,1018
02-15 16:40,1018
02-15 16:50,1018
02-15 17:00,1018
02-15 17:10,1018
02-15 17:20,1018
02-15 17:30,1018
02-15 17:40,1018
02-15 17:50,1018
02-15 18:00,1018
02-15 18:10,1018
02-15 18:20,1018
02-15 18:30,1018
02-15 18:40,1018
02-15 18:50,1018
02-15 19:00,1018
02-15 19:10,1018
02-15 19:20,1018
02-15 19:30,1018
02-15 19:40,1018
02-15 19:50,1018
02-15 20:00,1018
02-15 20:10,1018
02-15 20:20,1018
02-15 20:30,1018
02-15 20:40,1019
02-15 20:50,1019
02-15 21:00,1019
02-15 21:10,1018
02-15 21:20,1019
02-15 21:30,1019
02-15 21:40,1019
02-15 21:50,1019
02-15 22:00,1019
02-15 22:10,1019
02-15 22:20,1019
02-15 22:30,1019
02-15 22:40,1019
02-15 22:50,1019
02-15 23:00,1019
02-15 23:10,1019
02-15 23:20,1018
02-15 23:30,1018
02-15 23:40,1018
02-15 23:50,1018
02-16 00:00,1018
02-16 00:10,1018
02-16 00:20,1018
02-16 00:30,1018
02-16 00:40,1018
02-16 00:50,1017
02-16 01:00,1017
02-16 01:10,1017
02-16 01:20,1017
02-16 01:30,1017
02-16 01:40,1017
02-16 01:50,1017
02-16 02:00,1017
02-16 02:10,1016
02-16 02:20,1016
02-16 02:30,1016
02-16 02:41,1016
02-16 02:51,1016
02-16 03:01,1016
02-16 03:11,1015
02-16 03:21,1015
02-16 03:31,1015
02-16 03:41,1015
02-16 03:51,1015
02-16 04:01,1015
02-16 04:11,1015
02-16 04:21,1015
02-16 04:31,1015
02-16 04:41,1014
02-16 04:51,1014
02-16 05:01,1014
02-16 05:11,1015
02-16 05:21,1015
02-16 05:31,1014
02-16 05:41,1014
02-16 05:51,1014
02-16 06:01,1014
02-16 06:11,1014
02-16 06:21,1014
02-16 06:31,1014
02-16 06:41,1014
02-16 06:51,1014
02-16 07:01,1014
02-16 07:11,1014
02-16 07:21,1014
02-16 07:31,1014
02-16 07:41,1014
02-16 07:51,1014
02-16 08:01,1014
02-16 08:11,1014
02-16 08:21,1014
02-16 08:31,1015
02-16 08:41,1015
02-16 08:51,1015
02-16 09:01,1014
02-16 09:11,1015
02-16 09:21,1015
02-16 09:31,1015
02-16 09:41,1015
02-16 09:51,1015
02-16 10:01,1015
02-16 10:11,1015
02-16 10:21,1015
02-16 10:31,1015
02-16 10:41,1016
02-16 10:51,1016
02-16 11:01,1016
02-16 11:11,1016
02-16 11:21,1016
02-16 11:31,1016
02-16 11:41,1015
02-16 11:51,1015
02-16 12:00,1015
02-16 12:10,1015
02-16 12:20,1016
02-16 12:30,1016
02-16 12:40,1016
02-16 12:50,1016
02-16 13:00,1016
02-16 13:10,1016
02-16 13:20,1016
02-16 13:30,1016
02-16 13:40,1016
02-16 13:50,1016
02-16 14:00,1016
02-16 14:10,1016
02-16 14:20,1016
02-16 14:30,1016
02-16 14:40,1016
02-16 14:50,1016
02-16 15:00,1016
02-16 15:10,1016
02-16 15:20,1016
02-16 15:30,1016
02-16 15:40,1016
02-16 15:50,1016
02-16 16:00,1016
02-16 16:10,1016
02-16 16:20,1016
02-16 16:30,1016
02-16 16:40,1016
02-16 16:50,1016
02-16 17:00,1016
02-16 17:10,1016
02-16 17:20,1016
02-16 17:30,1016
02-16 17:40,1016
02-16 17:50,1017
02-16 18:00,1017
02-16 18:10,1017
02-16 18:20,1017
02-16 18:30,1017
02-16 18:40,1017
02-16 18:50,1017
02-16 19:00,1017
02-16 19:10,1017
02-16 19:20,1017
02-16 19:30,1017
02-16 19:40,1017
02-16 19:50,1017
02-16 20:00,1017
02-16 20:10,1017
02-16 20:20,1017
02-16 20:30,1017
02-16 20:40,1017
02-16 20:50,1017
02-16 21:00,1018
02-16 21:10,1017
02-16 21:20,1017
02-16 21:30,1017
02-16 21:40,1017
02-16 21:50,1017
02-16 22:00,1017
02-16 22:10,1017
02-16 22:20,1018
02-16 22:30,1017
02-16 22:40,1017
02-16 22:50,1017
02-16 23:00,1017
02-16 23:10,1018
02-16 23:20,1018
02-16 23:30,1018
02-16 23:40,1018
02-16 23:50,1018
02-17 00:00,1018
02-17 00:10,1018
02-17 00:20,1018
02-17 00:30,1018
02-17 00:40,1018
02-17 00:50,1018
02-17 01:00,1018
02-17 01:10,1018
02-17 01:20,1018
02-17 01:30,1018
02-17 01:40,1018
02-17 01:50,1018
02-17 02:00,1018
02-17 02:11,1018
02-17 02:21,1018
02-17 02:31,1018
02-17 02:41,1018
02-17 02:51,1018
02-17 03:01,1018
02-17 03:11,1018
02-17 03:21,1018
02-17 03:31,1018
02-17 03:41,1017
02-17 03:51,1017
02-17 04:01,1017
02-17 04:11,1017
02-17 04:21,1017
02-17 04:31,1017
02-17 04:41,1017
02-17 04:51,1017
02-17 05:01,1017
02-17 05:11,1017
02-17 05:21,1017
02-17 05:31,1017
02-17 05:41,1017
02-17 05:51,1017
02-17 06:01,1017
02-17 06:11,1017
02-17 06:21,1017
02-17 06:31,1017
02-17 06:41,1017
02-17 06:51,1017
02-17 07:01,1018
02-17 07:11,1018
02-17 07:21,1018
02-17 07:31,1018
02-17 07:41,1018
02-17 07:51,1018
02-17 08:01,1018
02-17 08:11,1018
02-17 08:21,1019
02-17 08:31,1019
02-17 08:41,1019
02-17 08:51,1019
02-17 09:01,1019
02-17 09:11,1019
02-17 09:21,1019
02-17 09:31,1019
02-17 09:41,1019
02-17 09:51,1019
02-17 10:01,1019
02-17 10:11,1019
02-17 10:21,1019
02-17 10:31,1019
02-17 10:41,1019
02-17 10:51,1019
02-17 11:01,1019
02-17 11:11,1019
02-17 11:21,1018
02-17 11:31,1024
02-17 11:41,1011
02-17 11:51,1011
02-17 12:00,1015
02-17 12:10,1017
02-17 12:20,1014
02-17 12:30,1015
02-17 12:40,1018
02-17 12:50,1019
02-17 13:00,1022
02-17 13:10,1023
02-17 13:20,1018
02-17 13:30,1019
02-17 13:40,1024
02-17 13:50,1025
02-17 14:00,1025
02-17 14:10,1025
02-17 14:20,1025
02-17 14:30,1025
02-17 14:40,1025
02-17 14:50,1025
02-17 15:00,1025
02-17 15:10,1025
02-17 15:20,1025
02-17 15:30,1025
02-17 15:40,1025
02-17 15:50,1025
02-17 16:00,1025
02-17 16:10,1025
02-17 16:20,1025
02-17 16:30,1026
02-17 16:40,1026
02-17 16:50,1026
02-17 17:00,1026
02-17 17:10,1026
02-17 17:20,1026
02-17 17:30,1026
02-17 17:40,1027
02-18 12:00,1025
02-19 12:00,1024
02-19 12:10,1024
02-19 12:20,1024
02-19 12:30,1024
02-19 12:40,1024
02-19 12:50,1024
02-19 13:00,1024
02-19 13:10,1024
02-19 13:20,1017
02-19 13:30,1009
02-19 13:40,1010
02-19 13:50,1010
02-19 14:00,1009
02-19 14:10,1010
02-19 14:20,1009
02-19 14:30,1009
02-19 14:40,1028
02-19 14:50,1027
02-19 15:00,1029
02-19 15:29,1024
02-19 15:39,1024
02-19 15:49,1024
02-19 15:59,1024
02-19 16:09,1024
02-19 16:19,1024
02-19 16:29,1024
02-19 16:39,1024
02-19 16:49,1024
02-19 16:59,1024
02-19 17:09,1024
02-19 17:19,1024
02-19 17:29,1024
02-19 17:39,1024
02-19 17:49,1024
02-19 17:59,1024
02-19 18:09,1024
02-19 18:19,1024
02-19 18:29,1024
02-19 18:39,1024
02-19 18:49,1024
02-19 18:59,1024
02-19 19:09,1024
02-19 19:19,1024
02-19 19:29,1024
02-19 19:39,1024
02-19 19:49,1024
02-19 19:59,1024
02-19 20:09,1024
02-19 20:19,1024
02-19 20:29,1024
02-19 20:39,1024
02-19 20:49,1024
02-19 20:59,1024
02-19 21:09,1024
02-19 21:19,1024
02-19 21:29,1024
02-19 21:39,1024
02-19 21:49,1024
02-19 21:59,1024
02-19 22:09,1024
02-19 22:19,1024
02-19 22:29,1024
02-19 22:39,1024
02-19 22:49,1024
02-19 22:59,1024
02-19 23:09,1024
02-19 23:19,1024
02-19 23:29,1024
02-19 23:39,1024
02-19 23:49,1024
02-19 23:59,1024
02-20 00:09,1024
02-20 00:19,1024
02-20 00:29,1024
02-20 00:39,1023
02-20 00:49,1023
02-20 00:59,1023
02-20 01:09,1023
02-20 01:19,1023
02-20 01:29,1023
02-20 01:39,1023
02-20 01:49,1023
02-20 01:59,1023
02-20 02:09,1023
02-20 02:19,1023
02-20 02:29,1023
02-20 02:39,1023
02-20 02:49,1023
02-20 02:59,1022
02-20 03:09,1022
02-20 03:19,1022
02-20 03:29,1022
02-20 03:39,1022
02-20 03:49,1022
02-20 03:59,1022
02-20 04:09,1022
02-20 04:19,1022
02-20 04:29,1022
02-20 04:39,1022
02-20 04:49,1022
02-20 04:59,1022
02-20 05:09,1022
02-20 05:19,1022
02-20 05:29,1022
02-20 05:39,1022
02-20 05:49,1022
02-20 05:59,1022
02-20 06:09,1022
02-20 06:19,1022
02-20 06:29,1022
02-20 06:39,1022
02-20 06:49,1022
02-20 06:59,1022
02-20 07:09,1022
02-20 07:19,1021
02-20 07:29,1022
02-20 07:39,1022
02-20 07:49,1022
02-20 07:59,1022
02-20 08:09,1022
02-20 08:19,1022
02-20 08:29,1022
02-20 08:40,1022
02-20 08:50,1022
02-20 09:00,1022
02-20 09:10,1022
02-20 09:20,1022
02-20 09:30,1022
02-20 09:40,1022
02-20 09:50,1022
02-20 10:00,1022
02-20 10:10,1022
02-20 10:20,1022
02-20 10:30,1022
02-20 10:40,1022
02-20 10:50,1022
02-20 11:00,1022
02-20 11:10,1022
02-20 11:20,1022
02-20 11:30,1022
02-20 11:40,1022
02-20 11:50,1022
02-20 12:00,1022
02-20 12:10,1022
02-20 12:20,1021
02-20 12:30,1021
02-20 12:40,1021
02-20 12:50,1021
02-20 13:00,1021
02-20 13:10,1021
02-20 13:20,1021
02-20 13:30,1020
02-20 13:40,1020
02-20 13:50,1020
02-20 14:00,1020
02-20 14:10,1020
02-20 14:20,1020
02-20 14:45,1020
02-20 14:45,1020
02-20 14:45,1020
02-20 14:45,1020
02-20 14:45,1020
02-20 14:45,1020
02-20 14:45,1020
02-20 14:45,1020
02-20 14:45,1020
02-20 14:45,1020
02-20 14:45,1020
02-20 14:45,1020
02-20 14:45,1020
02-20 14:45,1020
02-20 14:46,1020
02-20 14:46,1020
02-20 14:46,1020
02-20 14:46,1020
02-20 14:46,1020
02-20 14:46,1020
02-20 14:46,1020
02-20 14:46,1020
02-20 14:46,1020
02-20 14:46,1020
02-20 14:46,1020
02-20 14:46,1020
02-20 14:46,1020
02-20 14:46,1020
02-20 14:46,1020
02-20 14:46,1020
02-20 14:46,1020
02-20 14:46,1020
02-20 14:46,1020
02-20 14:46,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:47,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:48,1020
02-20 14:49,1020
02-20 14:49,1020
02-20 14:49,1020
02-20 14:49,1020
02-20 14:49,1020
02-20 14:59,1020
02-20 15:22,1020
02-20 15:22,1020
02-20 15:22,1020
02-20 15:22,1020
02-20 15:22,1020
02-20 15:22,1020
02-20 15:22,1020
02-20 15:22,1020
02-20 15:23,1020
02-20 15:23,1020
02-20 15:23,1020
02-20 15:23,1020
02-20 15:23,1020
02-20 15:23,1020
02-20 15:23,1020
02-20 15:23,1020
02-20 15:24,1020
02-20 15:24,1020
02-20 15:24,1020
02-20 15:24,1020
02-20 15:24,1020
02-20 15:24,1020
02-20 15:24,1020
02-20 15:24,1020
02-20 15:25,1020
02-20 15:25,1020
02-20 15:25,1020
02-20 15:25,1020
02-20 15:25,1020
02-20 15:25,1020
02-20 15:25,1020
02-20 15:25,1020
02-20 15:26,1020
02-20 15:26,1020
02-20 15:26,1020
02-20 15:26,1020
02-20 15:26,1020
02-20 15:26,1020
02-20 15:26,1020
02-20 15:26,1020
02-20 15:27,1020
02-20 15:27,1020
02-20 15:27,1020
02-20 15:27,1020
02-20 15:27,1020
02-20 15:27,1020
02-20 15:27,1020
02-20 15:27,1020
02-20 15:28,1020
02-20 15:28,1020
02-20 15:28,1020
02-20 15:28,1020
02-20 15:28,1020
02-20 15:28,1020
02-20 15:28,1020
02-20 15:28,1020
02-20 15:29,1020
02-20 15:29,1020
02-20 15:29,1020
02-20 15:29,1020
02-20 15:29,1020
02-20 15:29,1020
02-20 15:29,1020
02-20 15:29,1020
02-20 15:30,1020
02-20 15:30,1020
02-20 15:30,1020
02-20 15:30,1020
02-20 15:30,1020
02-20 15:30,1020
02-20 15:30,1020
02-20 15:30,1020
02-20 15:31,1020
02-20 15:31,1020
02-20 15:31,1020
02-20 15:31,1020
02-20 15:31,1020
02-20 15:31,1020
02-20 15:31,1020
02-20 15:31,1020
02-20 15:32,1020
02-20 15:32,1020
02-20 15:32,1020
02-20 15:32,1020
02-20 15:32,1020
02-20 15:32,1020
02-20 15:32,1020
02-20 15:32,1020
02-20 15:33,1020
02-20 15:33,1020
02-20 15:33,1020
02-20 15:33,1020
02-20 15:33,1020
02-20 15:33,1020
02-20 15:33,1020
02-20 15:33,1020
02-20 15:34,1020
02-20 15:34,1020
02-20 15:34,1020
02-20 15:34,1020
02-20 15:34,1020
02-20 15:34,1020
02-20 15:34,1020
02-20 15:34,1020
02-20 15:35,1020
02-20 15:35,1020
02-20 15:35,1020
02-20 15:35,1020
02-20 15:35,1020
02-20 16:08,1019
02-20 16:08,1019
02-20 16:08,1019
02-20 16:08,1019
02-20 16:08,1019
02-20 16:08,1019
02-20 16:08,1019
02-20 16:08,1019
02-20 16:09,1019
02-20 16:09,1019
02-20 16:09,1019
02-20 16:09,1019
02-20 16:09,1019
02-20 16:09,1019
02-20 16:09,1019
02-20 16:09,1019
02-20 16:09,1019
02-20 16:10,1019
02-20 16:10,1019
02-20 16:10,1019
02-20 16:10,1019
02-20 16:10,1019
02-20 16:10,1019
02-20 16:10,1019
02-20 16:10,1019
02-20 16:11,1019
02-20 16:11,1019
02-20 16:11,1019
02-20 16:11,1019
02-20 16:11,1019
02-20 16:11,1019
02-20 16:12,1019
02-20 16:12,1019
02-20 16:12,1019
02-20 16:12,1019
02-20 16:12,1019
02-20 16:12,1019
02-20 16:12,1019
02-20 16:12,1019
02-20 16:13,1019
02-20 16:13,1019
02-20 16:13,1019
02-20 16:13,1019
02-20 16:13,1019
02-20 16:13,1019
02-20 16:13,1020
02-20 16:14,1019
02-20 16:14,1020
02-20 16:14,1019
02-20 16:14,1019
02-20 16:14,1020
02-20 16:14,1019
02-20 16:14,1019
02-20 16:14,1020
02-20 16:15,1019
02-20 16:15,1019
02-20 16:15,1019
02-20 16:15,1019
02-20 16:15,1019
02-20 16:15,1019
02-20 16:15,1019
02-20 16:15,1019
02-20 16:16,1019
02-20 16:16,1019
02-20 16:16,1019
02-20 16:16,1019
02-20 16:16,1019
02-20 16:16,1019
02-20 16:16,1019
02-20 16:17,1019
02-20 16:17,1019
02-20 16:17,1020
02-20 16:17,1019
02-20 16:17,1019
02-20 16:17,1020
02-20 16:17,1019
02-20 16:17,1019
02-20 16:18,1019
02-20 16:18,1019
02-20 16:18,1019
02-20 16:18,1019
02-20 16:18,1019
02-20 16:18,1019
02-20 16:18,1019
02-20 16:18,1019
02-20 16:19,1019
02-20 16:19,1019
02-20 16:19,1019
02-20 16:19,1019
02-20 16:19,1019
02-20 16:19,1019
02-20 16:19,1019
02-20 16:20,1019
02-20 16:20,1019
02-20 16:20,1019
02-20 16:20,1019
02-20 16:20,1019
02-20 16:20,1019
02-20 16:20,1019
02-20 16:21,1019
02-20 16:21,1019
02-20 16:21,1019
02-20 16:21,1019
02-20 16:21,1019
02-20 16:21,1019
02-20 16:21,1019
02-20 16:21,1019
02-20 16:22,1019
02-20 16:22,1019
02-20 16:22,1019
02-20 16:22,1019
02-20 16:22,1019
02-20 16:22,1019
02-20 16:22,1019
02-20 16:22,1019
02-20 16:23,1019
02-20 16:23,1019
02-20 16:23,1019
02-20 16:23,1019
02-20 16:23,1019
02-20 16:23,1019
02-20 16:23,1019
02-20 16:23,1019
02-20 16:23,1019
02-20 16:24,1019
02-20 16:24,1019
02-20 16:24,1019
02-20 16:24,1019
02-20 16:24,1019
02-20 16:24,1019
02-20 16:24,1019
02-20 16:25,1019
02-20 16:25,1019
02-20 16:25,1019
02-20 16:25,1019
02-20 16:25,1019
02-20 16:25,1019
02-20 16:25,1019
02-20 16:25,1019
02-20 16:26,1019
02-20 16:26,1019
02-20 16:26,1019
02-20 16:26,1019
02-20 16:26,1019
02-20 16:26,1019
02-20 16:26,1019
02-20 16:26,1019
02-20 16:27,1019
02-20 16:27,1019
02-20 16:27,1019
02-20 16:27,1019
02-20 16:27,1019
02-20 16:27,1019
02-20 16:27,1019
02-20 16:27,1019
02-20 16:28,1019
02-20 16:28,1019
02-20 16:28,1019
02-20 16:28,1019
02-20 16:28,1019
02-20 16:28,1019
02-20 16:28,1019
02-20 16:28,1019
02-20 16:28,1019
02-20 16:29,1019
02-20 16:29,1019
02-20 16:29,1019
02-20 16:29,1019
02-20 16:29,1019
02-20 16:29,1019
02-20 16:29,1019
02-20 16:29,1019
02-20 16:29,1019
02-20 16:29,1019
02-20 16:30,1019
02-20 16:30,1019
02-20 16:30,1019
02-20 16:30,1019
02-20 16:30,1019
02-20 16:30,1019
02-20 16:30,1019
02-20 16:30,1019
02-20 16:31,1019
02-20 16:31,1019
02-20 16:31,1019
02-20 16:31,1019
02-20 16:31,1019
02-20 16:31,1019
02-20 16:31,1019
02-20 16:31,1019
02-20 16:32,1019
02-20 16:32,1019
02-20 16:32,1019
02-20 16:32,1019
02-20 16:32,1019
02-20 16:32,1020
02-20 16:32,1019
02-20 16:32,1019
02-20 16:33,1019
02-20 16:33,1019
02-20 16:33,1019
02-20 16:43,1019
02-20 16:43,1019
02-20 16:43,1019
02-20 16:55,1019
02-20 16:55,1019
02-20 16:56,1019
02-20 16:56,1019
02-20 16:56,1019
02-20 16:56,1019
02-20 16:56,1019
02-20 16:56,1019
02-20 16:56,1019
02-20 16:57,1019
02-20 16:57,1019
02-20 16:57,1019
02-20 16:57,1019
02-20 16:57,1019
02-20 16:57,1019
02-20 16:58,1019
02-20 16:58,1019
02-20 16:58,1019
02-20 16:58,1019
02-20 16:58,1019
02-20 16:59,1019
02-20 16:59,1019
02-20 17:09,1019
02-20 17:19,1019
02-20 17:29,1019
02-20 17:39,1019
02-20 17:49,1019
02-20 17:59,1019
02-20 18:09,1019
02-20 18:19,1019
02-20 18:29,1019
02-20 18:39,1019
02-20 18:49,1019
02-20 18:59,1019
02-20 19:09,1019
02-20 19:19,1019
02-20 19:29,1019
02-20 19:39,1019
02-20 19:49,1019
02-20 19:59,1019
02-20 20:09,1019
02-20 20:19,1019
02-20 20:29,1019
02-20 20:39,1019
02-20 20:49,1018
02-20 20:59,1018
02-20 21:09,1018
02-20 21:19,1018
02-20 21:29,1018
02-20 21:39,1018
02-20 21:49,1018
02-20 21:59,1018
02-20 22:09,1018
02-20 22:19,1018
02-20 22:29,1018
02-20 22:39,1018
02-20 22:49,1018
02-20 22:59,1019
02-20 23:09,1019
02-20 23:19,1018
02-20 23:29,1018
02-20 23:39,1018
02-20 23:49,1018
02-20 23:59,1018
02-21 00:09,1019
02-21 00:19,1019
02-21 00:29,1018
02-21 00:39,1018
02-21 00:49,1018
02-21 00:59,1018
02-21 01:09,1018
02-21 01:19,1018
02-21 01:29,1018
02-21 01:39,1018
02-21 01:49,1018
02-21 01:59,1017
02-21 02:09,1017
02-21 02:19,1017
02-21 02:29,1017
02-21 02:39,1017
02-21 02:49,1017
02-21 02:59,1017
02-21 03:09,1017
02-21 03:19,1017
02-21 03:29,1017
02-21 03:39,1017
02-21 03:49,1016
02-21 03:59,1016
02-21 04:09,1016
02-21 04:19,1016
02-21 04:29,1016
02-21 04:39,1016
02-21 04:49,1016
02-21 04:59,1016
02-21 05:09,1016
02-21 05:19,1016
02-21 05:29,1016
02-21 05:34,1016
02-21 05:44,1016
02-21 05:54,1016
02-21 06:04,1016
02-21 06:14,1016
02-21 06:24,1016
02-21 06:34,1016
02-21 06:44,1015
02-21 06:54,1015
02-21 07:04,1015
02-21 07:14,1015
02-21 07:24,1015
02-21 07:34,1015
02-21 07:44,1015
02-21 07:54,1015
02-21 08:04,1015
02-21 08:14,1016
02-21 08:24,1016
02-21 08:34,1016
02-21 08:44,1015
02-21 08:54,1015
02-21 09:04,1015
02-21 09:14,1015
02-21 09:24,1015
02-21 09:34,1015
02-21 09:44,1015
02-21 09:54,1015
02-21 10:04,1015
02-21 10:14,1015
02-21 10:24,1015
02-21 10:34,1015
02-21 10:44,1015
02-21 10:54,1015
02-21 11:04,1015
02-21 11:14,1015
02-21 11:24,1014
02-21 11:34,1014
02-21 11:44,1014
02-21 11:54,1014
02-21 12:00,1014
02-21 12:10,1014
02-21 12:20,1014
02-21 12:30,1014
02-21 12:40,1014
02-21 12:50,1014
02-21 13:00,1013
02-21 13:10,1013
02-21 13:20,1013
02-21 13:30,1013
02-21 13:40,1013
02-21 13:50,1013
02-21 14:00,1013
02-21 14:10,1012
02-21 14:20,1012
02-21 14:30,1012
02-21 14:40,1012
02-21 14:50,1012
02-21 15:00,1012
02-21 15:10,1012
02-21 15:20,1012
02-21 15:30,1011
02-21 15:40,1011
02-21 15:50,1011
02-21 16:00,1011
02-22 12:00,1008
02-22 12:10,1008
02-22 12:20,1009
02-22 12:30,1009
02-22 12:40,1009
02-22 12:50,1009
02-22 13:00,1009
02-22 13:10,1009
02-22 13:20,1009
02-22 13:30,1009
02-22 13:40,1009
02-22 13:50,1009
02-22 14:00,1009
02-22 14:10,1009
02-22 14:20,1009
02-22 14:30,1009
02-22 14:40,1009
02-22 14:50,1009
02-22 15:00,1009
02-22 15:10,1009
02-22 15:20,1009
02-22 15:30,1009
02-22 15:40,1009
02-22 15:50,1009
02-22 16:00,1009
02-22 16:10,1009
02-22 16:20,1009
02-22 16:30,1009
02-22 16:40,1009
02-22 16:50,1010
02-22 17:00,1010
02-22 17:10,1010
02-22 17:20,1010
02-22 17:30,1010
02-22 17:40,1010
02-22 17:50,1010
02-22 18:00,1010
02-22 18:10,1010
02-22 18:20,1010
02-22 18:30,1010
02-22 18:40,1011
02-22 18:50,1011
02-22 19:00,1011
02-22 19:10,1011
02-22 19:20,1011
02-22 19:30,1011
02-22 19:40,1011
02-22 19:50,1011
02-22 20:00,1011
02-22 20:10,1011
02-22 20:20,1011
02-22 20:30,1011
02-22 20:40,1011
02-22 20:50,1011
02-22 21:00,1011
02-22 21:10,1011
02-22 21:20,1011
02-22 21:30,1011
02-22 21:40,1011
02-22 21:50,1012
